Color by,Project Name,State Name,Type Name,Latitude,Longitude,Combustion / Separation,Company,Country Name,DOE Support,If State,Location,Other,Plant,Plant Status,Project Date,Project ID,Project Link,Regional Partnership,Status Detail Name,Status Name,Technology Name,Type,Unit Base Name 1,1,2,3,4,5,Icon Size,Major Injection Amount
Capture,American Electric Power - Red Rock Facility,Oklahoma,Capture,36.476601,-97.177595,Post-Combustion,American Electric Power,United States,Other Support,", Oklahoma",Noble County,Pre-approval for permit denied; OCC didn’t look at alternative energy sources. No mention of CCS with this project.,Red Rock Generating Facility,Planned,1/1/2011,101,http://www.aep.com/newsroom/newsreleases/?id=1396,FALSE,Permitting,Terminated,,Capture,Megawatt,1,2,3,4,5,1,950
Capture & Storage,FutureGen - Tuscola,Illinois,Capture & Storage,39.801556,-88.325743,Pre-Combustion,FutureGen Industrial Alliance Inc.,United States,DOE Supported,", Illinois",Tuscola,"Tuscola, Illinois was one of four sites that was considered for the FutureGen Alliance project. The  site was not chosen fromthe site finalists.",FutureGen - Tuscola,Planned,1/1/2015,269,No specific project link identified.,FALSE,,Terminated,,Capture & Storage,,1,2,3,4,5,1,
Capture,"Initial Engineering, Testing, and Design of a Commercial-Scale, Post-combustion CO2 Capture System on an Existing Coal-Fired Generating Unit",North Dakota,Capture,47.065786,-101.212171,Post-Combustion,University of North Dakota,United States,DOE Supported,", North Dakota",Center,"Complete an initial design of a commercial-scale, post-combustion CO2 capture system for application at an existing coal-fueled generating unit.",Minnkota Power Cooperative’s Milton R. Young Station Unit 2,Existing,,382,https://www.energy.gov/articles/energy-department-invests-44m-advanced-carbon-capture-technologies-projects,FALSE,Engineering design,Active,Mitsubishi Heavy Industries’ (MHI’s) KM CDR Process™ using the KS-1™ solvent,Capture,,1,2,3,4,5,1,
Storage,SWP Validation Phase - Aneth EOR Sequestration Project,Utah,Storage,37.30745,-109.3378278,,New Mexico Institute of Mining and Technology,United States,DOE Supported,", Utah",San Juan County,"Starting in August 2007, the SWP has tested EOR combined with sequestration by injecting CO2 into the Desert Creek and Ismay producing zone, approximately 5,800 feet deep, in the Aneth Oil Field in San Juan County.",McElmo Dome,,8/1/2007,156,https://www.netl.doe.gov/publications/proceedings/08/rcsp/factsheets/6-SWP_Aneth%20EOR%20and%20Sequestration%20Test_%20Oil.pdf,TRUE,,Completed,,Storage,Tonnes Total,1,2,3,4,5,1,"292,000"
Capture & Storage,ARI Eastern Shale CO2 Injection Test,Kentucky,Capture & Storage,37.290102,-82.615054,Post-Combustion,Advanced Resources International (ARI),United States,DOE Supported,", Kentucky",Pike County,"ARI is conducting a small-scale CO2 injection in eastern shales. CO2 is planned to come from the AES Warrior Run plant, but it is not a full capture project. The test will assess the feasibility of injecting and storing CO2 in shale formations.",,Existing,10/1/2010,299,http://www.netl.doe.gov/publications/factsheets/project/FE0004633.pdf,FALSE,Site Characterization,Completed,,Capture & Storage,Tonnes Total,1,2,3,4,5,1,300
Capture & Storage,Duke Energy - Cliffside Plant,North Carolina,Capture & Storage,35.219122,-81.761418,,Duke Energy,United States,Other Support,", North Carolina",Rutherford County,"The project built one 800 MW supercritical unit, originally to have carbon mitigation.",Cliffside Power Plant,Existing,1/1/2012,109,http://www.powermag.com/cliffside-steam-station-unit-6-cliffside-north-carolina/?pagenum=1,FALSE,Plant in Operation,Hold,,Capture & Storage,% Reduction,1,2,3,4,5,1,90
Storage,CarbonSAFE Illinois Macon County,Illinois,Storage,39.845347,-88.953416,,Illinois State Geological Survey,United States,DOE Supported,", Illinois",Christian County,"The project willl work to establish the feasibility of a commercial-scale CO2 geologic storage complex within the Mt. Simon sandstone formation located in Macon County, Illinois.",,,4/1/2017,362,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0029381,FALSE,Planning,Potential,,Storage,,1,2,3,4,5,1,
Capture & Storage,American Electric Power - Mountaineer,West Virginia,Capture & Storage,38.97882462,-81.938797,Post-Combustion,American Electric Power,United States,DOE Supported,", West Virginia",New Haven,Phase I: Start 2009 - Scheduled to operate for 18 months (up to 5 years). Phase II: 2015 - Phase II has been cancelled due to unknown climate policy.,Mountaineer,Existing,1/1/2009,99,https://sequestration.mit.edu/tools/projects/aep_alstom_mountaineer.html,FALSE,,Terminated,Alstom Chilled Ammonia Process,Capture & Storage,Tonnes Total,1,2,3,4,5,1,"15,000"
Storage,"Salt Creek, Monell, Sussex Unit EOR",Wyoming,Storage,41.514815,-108.615272,,Anadarko Petroleum Corporation,United States,Other Support,", Wyoming",Sweetwater County,CO2 is piped 125 miles to the site and is sequestered about 579 meters into sandstone reservoir for EOR in Salt Creek and Monel reservoirs.,Commercial Source,,1/1/2004,147,http://www.uwyo.edu/eori/_files/co2conference08/jason%20gaines_anadarko_eori_co2%20casper%20may%2029%202008.pdf,FALSE,Injection Ongoing,Active,,Storage,Tonnes per Day,1,2,3,4,5,1,"5,480"
Capture & Storage,Leucadia Energy Capture Project - Louisiana,Louisiana,Capture & Storage,30.189176,-93.306548,Pre-Combustion,Leucadia Energy LLC,United States,DOE Supported,", Louisiana",Lake Charles,Proposed SNG plant to use petroleum coke to produce methane and make synthetic natural gas. The CO2 can be pumped into oil fields to extract crude oil more efficiently. The plant would demonstrate large-scale recovery of 4 million tons per year of CO2.,Lake Charles Co-Generation Plant,Existing,11/16/2009,206,http://www.netl.doe.gov/File%20Library/Research/Coal/major%20demonstrations/iccus/FE0002314.pdf,FALSE,,Terminated,Cold Methanol (Rectisol),Capture & Storage,Tonnes per Day,1,2,3,4,5,1,"12,330"
Storage,California CO2 Storage Assurance Facility Enterprise (C2SAFE),California,Storage,35.385317,-119.297308,,EPRI - Electric Power Research Institute,United States,Other Support,", California",southern San Joaquin Valley,"Conduct an initial assessment of the southern San Joaquin Valley (SSJV) in California, specifically, of the technical, economic, social, and regulatory challenges and solutions related to the development of a commercial-scale, integrated CCS facility.",,,2/1/2017,361,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0029489,FALSE,Planning,Potential,,Storage,,1,2,3,4,5,1,
Capture,Taylorville Energy Center,Illinois,Capture,39.589044,-89.188766,Pre-Combustion,Tenaska Inc.,United States,Other Support,", Illinois",Taylorville,Tenaska announced that it was cancelling both of its CCS projects on June 2013. Taylorville and Trailblazer were both cut from Tenaska's portfolio in favor of renewable and gas-fired power generation.,Taylorville Energy Center IGCC,Planned,1/1/2014,160,https://sequestration.mit.edu/tools/projects/taylorville.html,FALSE,Permitting,Terminated,,Capture,% Reduction,1,2,3,4,5,1,55
Capture,Evaluation of Solid Sorbents as a Retrofit Technology for CO2 Capture,Alabama,Capture,33.632011,-87.060964,Post-Combustion,"ADA-ES, Inc.",United States,DOE Supported,", Alabama",West Jefferson,"Design, construct, and operate pilot plant on 1 MWe slipstream of flue gas at Southern Company's Plant Miller.",Southern Company - Plant Miller,Existing,10/1/2010,290,https://www.netl.doe.gov/File%20Library/Research/Coal/carbon%20capture/FE0004343.pdf,FALSE,,Completed,Solid sorbent,Capture,Tonnes per Day,1,2,3,4,5,1,25
Storage,SECARB Validation Phase - Central Appalachian Basin Coal Test,Virginia,Storage,37.08158333,-81.9609,,Southern States Energy Board,United States,DOE Supported,", Virginia",Russell County,"The project evaluated the injection of more than 900 metric tons of CO2 into multiple coal seams of the Pocahontas Formation and Lee Formation at depths ranging between 1,400 and 2,200 feet.",Commercial Source,,1/15/2009,150,http://www.secarbon.org/files/central-appalachian-basin.pdf,TRUE,,Completed,,Storage,Tonnes Total,1,2,3,4,5,1,907
Capture & Storage,Hunton Energy Freeport Plant,Texas,Capture & Storage,28.9773217,-95.3509855,Pre-Combustion,Hunton Energy,United States,Other Support,", Texas",Freeport,The CO2 was to be captured and pumped under pressure into pipelines for use in enhanced oil recovery in the Texas oilfields.,Hunton Energy Freeport Plant,In Development,,233,https://www.compelo.com/energy/news/newshunton_energy_to_build_texas_plant_for_dow_chemical/,FALSE,Permitting,Terminated,,Capture & Storage,Tonnes per Day,1,2,3,4,5,1,"21,920"
Storage,Western Kentucky CO2 Test,Kentucky,Storage,37.792519,-86.69423,,Kentucky Geological Survey,United States,Other Support,", Kentucky",Hancock County,Drilled through the Knox and Mount Simon formations and tested their potential to permanently store CO2. The well penetrated the Precambrian basement rocks. 323 tons of carbon dioxide were successfully injected into deep formations.,Commercial Source,In Development,7/1/2009,119,http://www.uky.edu/KGS/kyccs/ppt/Bowersox030411.pdf,FALSE,Well Drilling,Completed,,Storage,Tonnes Total,1,2,3,4,5,1,690
Capture,UKy-CAER Heat-integrated Transformative CO2 Capture Process for Pulverized Coal Power Plants,Kentucky,Capture,38.586201,-85.412379,Post-Combustion,University of Kentucky Research Foundation,United States,DOE Supported,", Kentucky",Bedford,Selected for Phase I (Feasibility); Two projects to be downselected for Phase III (Construction/Operation),Trimble County Generating Station LG&E and KU,Existing,4/1/2018,375,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0031583,FALSE,Engineering design,Active,UKy-CAER Heat-integrated Transformative CO2 Capture Process,Capture,,1,2,3,4,5,1,
Capture & Storage,Summit Energy - Texas Clean Energy Project (TCEP),Texas,Capture & Storage,31.74604,-102.608324,Pre-Combustion,"Summit Clean Energy Texas, LLC",United States,DOE Supported,", Texas",Penwell,"Summit's Texas Clean Energy Project (TCEP), dubbed a ""NowGen"" plant by national environmental group the Clean Air Task Force, will be a new 400 mw coal gasification plant. The project was discontinued in 2015.",Penwell IGCC Plant,In Development,1/1/2010,212,https://www.netl.doe.gov/File%20Library/Research/Coal/major%20demonstrations/ccpi/FE0002650.pdf,FALSE,Engineering design,Terminated,Rectisol,Capture & Storage,Tonnes per Day,1,2,3,4,5,1,"6,302"
Capture,DKRW Energy LLC,Wyoming,Capture,41.896108,-106.20491,Pre-Combustion,DKRW Energy LLC,United States,Other Support,", Wyoming",Carbon County,"Plan was to produce 20,000 - 22,000 barrels per day from coal.",Medicine Bow CTL,Planned,1/1/2014,108,http://www.zeroco2.no/projects/medicine-bow-ctl,FALSE,Permitting,Hold,Chilled Ammonia,Capture,,1,2,3,4,5,1,
Capture & Storage,CO2 Capture from Coffeyville Fertilizer Plant,Kansas,Capture & Storage,37.046926,-95.608486,Industrial,Coffeyville Resources,United States,Other Support,", Kansas",Coffeyville,"Coffeyville Resources Nitrogen Fertilizers sends CO2 for use in enhanced oil recovery operations at Chaparral’s North Burbank Oil Unit in Osage County, northeastern Oklahoma.",Coffeyville Resources Nitrogen Fertilizer Plant,Existing,1/1/2013,252,https://www.globalccsinstitute.com/projects/coffeyville-gasification-plant,FALSE,Injection Ongoing,Active,Not currently specified,Capture & Storage,Tonnes per Day,1,2,3,4,5,1,"2,400"
Capture,Sweeny Polygeneration with CO2 Capture,Texas,Capture,29.07198,-95.749718,Post-Combustion,ConocoPhillips,United States,Other Support,", Texas",Sweeny,"ConocoPhillips is no longer pursuing the IGCC plant, and formally withdrew the air permit application for the project on April 13, 2012.",Commercial Source,Planned,1/1/2016,155,http://sequestration.mit.edu/tools/projects/sweeny.html,FALSE,Planning,Terminated,ConocoPhillips E-Gas Gasification,Capture,Tonnes per Day,1,2,3,4,5,1,"13,700"
Capture,Initial Engineering Design of a Post-Combustion CO2 Capture System for Duke Energy’s East Bend Station Using Membrane-Based Technology,Kentucky,Capture,38.905411,-84.851392,Post-Combustion,EPRI - Electric Power Research Institute,United States,DOE Supported,", Kentucky",Rabbit Hash,"Complete an initial design of a commercial-scale, post-combustion CO2 capture system for application at an existing coal-fueled generating unit.","East Bend Generating Station, Duke Energy",Existing,,381,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0031589,FALSE,Engineering design,Active,MTR Polaris™ Membrane System,Capture,,1,2,3,4,5,1,
Storage,MGSC Validation Phase - Tanquary Site,Illinois,Storage,38.40745,-87.95868,,Illinois State Geological Survey,United States,DOE Supported,", Illinois",Wabash County,The purpose of this project was to determine the CO2 injection and storage capability and the enhanced coalbed methane recovery potential of Illinois Basin coal seams.  The target formation was the Pennsylvanian Carbondale formation.,Commercial Source,,1/1/2008,105,http://www.sequestration.org/resources/publish/TanquaryReportFinal.pdf,TRUE,,Completed,,Storage,Tonnes Total,1,2,3,4,5,1,91
Storage,MGSC Validation Phase - Mumford Hills Field,Indiana,Storage,38.187413,-87.879005,,Illinois State Geological Survey,United States,DOE Supported,", Indiana",Posey County,"Carbon dioxide injection started in Fall 2009 at the EOR II site in the Mumford Hills field in Posey County, Indiana.  The reservoir is located at an average depth of 1,900 feet deep and consists of thick wedges of fine-grained sandstone.",Commercial Source,,9/1/2009,127,http://sequestration.org/mgscprojects/mumfordhills.html,TRUE,,Completed,,Storage,Tonnes Total,1,2,3,4,5,1,"6,300"
Capture & Storage,Val Verde NG Plants,Texas,Capture & Storage,29.804012,-101.167563,Pre-Combustion,MCN Energy Group,United States,Other Support,", Texas",Terrell/Pyros,"4 different NG processing plants contribute to CO2 pipeline (Terrell, Gray Ranch, Mitchell, Puckett).  Oldest CO2 pipeline in the US, began distribution to west Texas oilfields in 1972.","Val Verde Natural Gas plants (Terrell, Gray Ranch, Mitchell, Puckett)",Existing,1/1/1998,257,http://www.zeroco2.no/projects/val-verde-natural-gas-plants,FALSE,Injection Ongoing,Active,Gas Separation,Capture & Storage,Tonnes per Day,1,2,3,4,5,1,"3,562"
Capture & Storage,Carbon Dioxide Technology Corp - Lubbock Plant,Texas,Capture & Storage,33.45438,-101.862836,Post-Combustion,Carbon Dioxide Technology Corporation,United States,Other Support,", Texas",Lubbock,"Product CO[2] was pipelined from the recovery plant in a supercritical state at about 2,000 psig to the Post oil field in Garza County, Texas, about 35 miles away for use in an EOR project.",Cooke Power Station,Existing,1/1/1982,228,http://www.nist.gov/pml/high_megawatt/upload/2_3-Kubek-Approved.pdf,FALSE,Injection Complete,Completed,Amines,Capture & Storage,Tonnes per Day,1,2,3,4,5,1,"1,200"
Storage,Integrated Carbon Capture and Storage in the Louisiana Chemical Corridor,Louisiana,Storage,30.075864,-91.161065,,Louisiana State University,United States,DOE Supported,", Louisiana",Chemical Corridor,Conduct a detailed sub-basinal evaluation of the potential for CO2 storage in both depleted oil and gas fields and saline reservoirs in South Louisiana.,,,2/1/2017,364,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0029274,FALSE,Planning,Potential,,Storage,,1,2,3,4,5,1,
Capture,Shute Creek Plant,Wyoming,Capture,42.261909,-110.194623,,ExxonMobil,United States,Other Support,", Wyoming",west of Labarge,"CO2 capture and storage has been utilized at the facility since 1987, mostly used for EOR.",Shute Creek Treating Facility,Existing,12/1/2009,256,http://www.globalccsinstitute.com/project/shute-creek-gas-processing-facility,FALSE,Capture Ongoing,Active,ExxonMobil Controlled Freeze Zone (CFZ),Capture,Tonnes per Day,1,2,3,4,5,1,"1,096"
Storage,North Dakota Integrated Carbon Storage Complex Feasibility Study,North Dakota,Storage,47.197797,-101.6796,,Energy & Environmental Research Center - University of North Dakota,United States,DOE Supported,", North Dakota",Broom Creek Formation,Determine the feasibility of developing a commercial-scale CO2 geologic storage complex in the Broom Creek Formation in central North Dakota.,,,6/1/2017,368,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0029488,FALSE,Planning,Potential,,Storage,,1,2,3,4,5,1,
Capture,American Electric Power - Tanners Creek Plant,Indiana,Capture,39.082102,-84.859778,Post-Combustion,American Electric Power,United States,Other Support,", Indiana",Dearborn County,"After reviewing results of the retrofit feasibility study, Tanners Creek #4 unit will be retired by mid-2015. Units #1 through #3 will also be taken offline by mid-2015.",Tanners Creek Plant,Existing,12/31/2014,102,https://www.aep.com/newSroom/newSreleaSeS/Default.aspx?id=1834,FALSE,Plant Design,Terminated,,Capture,Megawatt,1,2,3,4,5,1,500
Storage,University of Kansas - Small-scale Injection Project,Kansas,Storage,37.319659,-97.433597,,Kansas Geological Survey,United States,DOE Supported,", Kansas",Wellington,"This project will inject 40,000 tonnes of supercritical CO2 into the Arbuckle saline aquifer, and 30,000 tonnes of supercritical CO2 into the oil-bearing dolomite within the Wellington Field. DOE project completed 9/30/2017.",Carbon storage operations within the Arbuckle saline reservoir and the Wellington Field for EOR.,,10/1/2011,324,http://www.netl.doe.gov/publications/factsheets/project/de-fe0006821.pdf,FALSE,Injection Complete,Completed,,Storage,Tonnes Total,1,2,3,4,5,1,"40,000"
Capture & Storage,Jamestown BPU,New York,Capture & Storage,42.09919739,-79.23827362,Post-Combustion,Jamestown BPU,United States,Other Support,", New York",Jamestown,"Proposal is to add-on to long-planned Circulating Fluidized Bed (CFB) combustion unit added to existing plant, replacing two older coal-fired boilers.",Samuel J. Carlson Generating Station,Planned,1/1/2013,121,No specific project link identified.,FALSE,Permitting,Potential,,Capture & Storage,% Reduction,1,2,3,4,5,1,98
Capture & Storage,Hydrogen Energy California Project,California,Capture & Storage,35.332443,-119.383456,Oxycombustion,Hydrogen Energy International LLC,United States,DOE Supported,", California",Tupman,The IGCC plant was to produce hydrogen from coal and petcoke mixes to combust in combustion turbines and the CO2 will be used for EOR in the Elk Hills Oil Field.,HECA IGCC Plant,Planned,12/1/2019,182,http://www.netl.doe.gov/research/coal/project-information/FE0000663,FALSE,Engineering design,Terminated,Rectisol,Capture & Storage,Tonnes per Day,1,2,3,4,5,1,"7,124"
Storage,MRCSP Validation Phase - Appalachian Basin Test,Ohio,Storage,39.912682,-80.76458,,Battelle Memorial Institute,United States,DOE Supported,", Ohio",Shadyside,"This project provided an opportunity to evaluate the feasibility of injecting CO2 into three different deep rock formations at depths between 5,900 and 8,300 feet.  These formations, the Oriskany, Salina, and Clinton/Medina.",Commercial Source,,1/1/2009,129,http://www.mrcsp.org/r-e-burger-site---validation-phase,TRUE,,Completed,,Storage,Tonnes Total,1,2,3,4,5,1,50
Capture & Storage,Duke Energy - Edwardsport Plant,Indiana,Capture & Storage,38.80667877,-87.24694824,Pre-Combustion,Duke Energy,United States,Other Support,", Indiana",Edwardsport,"The project was to build a 618-megawatt IGCC, plant with CCS, in Knox County, Indiana. The CCS capability was  not installed, and the plant was completed.",Edwardsport IGCC,Existing,1/10/2012,110,https://www.eenews.net/stories/1060057629,FALSE,Plant in Operation,Hold,,Capture & Storage,% Reduction,1,2,3,4,5,1,70
Storage,Nebraska Integrated Carbon Capture and Storage Pre-Feasibility Study,North Dakota,Storage,41.158381,-101.127248,,Energy & Environmental Research Center - University of North Dakota,United States,DOE Supported,", North Dakota",western Nebraska,Explore the viability of a commercial-scale carbon capture storage (CCS) project in western Nebraska.,,,1/1/2017,367,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0029186,FALSE,Planning,Potential,,Storage,,1,2,3,4,5,1,
Capture & Storage,Mesaba Energy Project,Minnesota,Capture & Storage,47.30176,-93.371553,Pre-Combustion,Excelsior Energy Inc.,United States,DOE Supported,", Minnesota",Taconite,The plant will use ConocoPhillips E-Gas technology for gasification of coal.  Primary and backup sites have been selected.,Mesaba Coal IGCC,Planned,1/1/2012,112,http://www.startribune.com/excelsior-energy-buys-land-for-power-plant-near-taconite-minn/184157431/,FALSE,Permitting,Hold,ConocoPhillips E-Gas Gasification,Capture & Storage,Tonnes per Day,1,2,3,4,5,1,"12,330"
Storage,SECARB Validation Phase - Black Warrior Basin Project,Alabama,Storage,33.347691,-87.49419,,Southern States Energy Board,United States,DOE Supported,", Alabama",Tuscaloosa County,"As in the Central Appalachian Basin, the objectives of the Black Warrior Basin test were to determine if sequestration of CO2 in mature CBM reservoirs is a safe and effective method to mitigate GHG emissions and to determine if injectivity exists.",Jackson Dome,,10/1/2009,149,http://www.secarbon.org/files/black-warrior-basin.pdf,TRUE,Injection Complete,Completed,,Storage,Tonnes Total,1,2,3,4,5,1,252
Storage,"Establishing An Early Carbon Dioxide Storage (ECO2S) Complex in Kemper County, Mississippi: Project ECO2S",Mississippi,Storage,32.746504,-88.647387,,Southern States Energy Board,United States,DOE Supported,", Mississippi",Kemper County,"Demonstrate that the subsurface adjacent to the Kemper County energy facility has the potential to store commercial volumes of CO2 safely, permanently, and economically within a regionally significant saline reservoir system.",,,3/1/2017,365,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0029465,FALSE,Planning,Potential,,Storage,,1,2,3,4,5,1,
Storage,Site Characterization of the Highest-Priority Geologic Formations for CO2 Storage in Wyoming,Wyoming,Storage,41.712614,-108.79482,,University of Wyoming,United States,DOE Supported,", Wyoming",Laramie,Characterization of the Rock Springs Uplift (RSU) and Moxa Arch deep saline reservoirs in southwestern Wyoming to pave the way for commercial scale CO2 sequestration projects.,,,12/8/2009,280,https://www.netl.doe.gov/File%20Library/Events/2012/Carbon%20Storage%20RD%20Project%20Review%20Meeting/Surdam.pdf,FALSE,,Completed,,Storage,,1,2,3,4,5,1,
Storage,"Integrated Pre-Feasibility Study of a Commercial-Scale Commercial Carbon Capture Project in Formations of the Rock Springs Uplift, Wyoming",Wyoming,Storage,41.577869,-109.207281,,University of Wyoming,United States,DOE Supported,", Wyoming",Rock Springs Uplift,"Perform a phase I pre-feasibility assessment for secure, commercial-scale CO2 capture and storage at the Rock Springs Uplift (RSU), Wyoming.",,,3/1/2017,371,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0029302,FALSE,Planning,Potential,,Storage,,1,2,3,4,5,1,
Storage,MRCSP Validation Phase - Cincinnati Arch Geologic Test,Kentucky,Storage,38.908484,-84.853985,,Battelle Memorial Institute,United States,DOE Supported,", Kentucky",Rabbit Hash,"This saline formation project aims to demonstrate carbon sequestration in the Mt. Simon sandstone formation, a major CO2 sequestration target in the MRCSP region.  Site is at Duke Energy's East Bend Generating Station.",Commercial Source,,1/1/2009,130,http://www.mrcsp.org/east-bend-site---validation-phase,TRUE,,Completed,,Storage,Tonnes Total,1,2,3,4,5,1,910
Capture & Storage,MRCSP Validation Phase - Michigan Basin Geologic Test,Michigan,Capture & Storage,45.044878,-84.487203,Separation,Battelle Memorial Institute,United States,DOE Supported,", Michigan",Otsego County,"This project involves total injection of approximately 60,000 metric tons of CO2 into a saline formation between depths of 3,400 to 3,500 feet.  The test location is the Charlton 30/31 field in Otsego County, Michigan, site of an enhanced oil recovery.",Turtle Lake Natural Gas Processing Plant,Existing,2/1/2008,132,http://www.mrcsp.org/michigan-basin-site---validation-phas,TRUE,,Completed,Gas Separation,Capture & Storage,Tonnes Total,1,2,3,4,5,1,"60,000"
Capture & Storage,FutureGen - Mattoon,Illinois,Capture & Storage,39.496862,-88.440473,Pre-Combustion,FutureGen Industrial Alliance Inc.,United States,DOE Supported,", Illinois",Mattoon,FutureGen project intended to create a zero-emissions fossil fuel plant that would produce hydrogen and byproducts for use by other industries.,FutureGen - Mattoon,Planned,1/1/2015,267,https://www.reuters.com/article/coal-futuregen-illinois-idUKN1848671120071218,FALSE,,Terminated,,Capture & Storage,,1,2,3,4,5,1,
Capture,NRG Powerton Station,Illinois,Capture,40.540775,-89.679655,Post-Combustion,NRG Energy Inc.,United States,Other Support,", Illinois",Pekin,EPRI and five electric utilites in the US and Canada will host studies of CCS retrofit impacts on existing power plants.,Powerton Station,Existing,1/1/2009,111,https://www.epri.com/,FALSE,Plant in Operation,Active,Amines,Capture,,1,2,3,4,5,1,
Storage,PCOR Validation Phase - Lignite Test,North Dakota,Storage,48.549909,-102.239482,,Energy & Environmental Research Center - University of North Dakota,United States,DOE Supported,", North Dakota",Burke County,"Approximately 82 metric tons (90 tons) of CO2 was injected over a roughly 2-week period in March 2009 into a 10- to 12-foot-thick coal seam at a depth of approximately 1,100 feet. Test affirmed CO2 can be safely stored in coal.",Commercial Source,,10/1/2005,139,https://www.undeerc.org/pcor/newsandpubs/pdf/FS10-Lignite-CO2-Sequestration-Test-Unminable-Coal-Seam-North-Dakota.pdf,TRUE,,Completed,,Storage,Tonnes Total,1,2,3,4,5,1,80
Capture,NRG Energy Inc. (Somerset Plant),Massachusetts,Capture,41.73715,-71.146057,Pre-Combustion,NRG Energy Inc.,United States,Other Support,", Massachusetts",Bristol County,"NRG Corp of Canada planned to install their plasma gasification technology at Somerset and build a 120 MW coal and biomass unit.  Received regulatory approval form Mass. DEP Jan. 25, 2009.  Permit application withdrawn on 2-3-2011.",Somerset Plant,Existing,1/1/2010,137,http://www.clf.org/wp-content/uploads/2011/02/20110218.DEP-ltr-to-NRG.Termination-Withdrawals.pdf,FALSE,Permitting,Terminated,,Capture,,1,2,3,4,5,1,
Capture,Slipstream Testing of a Membrane CO2 Capture Process for Existing Coal-Fired Power Plants,Alabama,Capture,33.243601,-86.469014,Post-Combustion,"Membrane Technology and Research, Inc (MTR)",United States,DOE Supported,", Alabama",Wilsonville,"1 ton per day capture field test site Cholla Power Plant (AZ), with scale up to 20 tons/day at NCCC site.",National Carbon Capture Center,Existing,10/1/2010,288,http://www.netl.doe.gov/File%20Library/Research/Coal/ewr/co2/FE0005795.pdf,FALSE,,Completed,MTR Membrane System,Capture,Tonnes per Day,1,2,3,4,5,1,20
Storage,CarbonSAFE Illinois East Sub-Basin,Illinois,Storage,39.800683,-87.975712,,Illinois State Geological Survey,United States,DOE Supported,", Illinois",east sub-basin of the Illinois Basin,Conduct a pre-feasibility assessment for commercial-scale CO2 geological storage complexes in the East sub-basin of the Illinois Basin.,,,3/1/2017,363,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0029445,FALSE,Planning,Potential,,Storage,,1,2,3,4,5,1,
Capture & Storage,Illinois Industrial Carbon Capture and Storage Project,Illinois,Capture & Storage,39.88403,-88.887398,Industrial,Archer Daniels Midland,United States,DOE Supported,", Illinois",Decatur,Develop and demonstrate an integrated system of CO2 processing and transport from an ethanol plant to the Mt. Simon Sandstone Formation (saline reservoir) for geologic sequestration.,Archer Daniels Midland Biofuels Plant,Existing,11/6/2009,344,https://www.netl.doe.gov/research/coal/project-information/FE0001547,FALSE,Plant in Operation,Active,Amines,Capture & Storage,Tonnes per Day,1,2,3,4,5,1,"2,740"
Storage,Virginia Tech - Small-scale Injection Project,Virginia,Storage,37.036435,-82.144217,,Virginia Polytechnical Institute (Virginia Tech),United States,DOE Supported,", Virginia",Russell and Buchanan Counties,"This project will evaluate unconventional carbon storage reservoirs (shales, coal seams) in Central Appalachia.  The project proposes to inject 20,000 tonnes of supercritical CO2 into unmineable coal seams (Oakwood or Sourwood).",CO2 injection into the Oakwood or Sourwood coal seams in Central Appalachia.,,10/1/2011,325,http://www.netl.doe.gov/publications/factsheets/project/DE-FE0006827.pdf,FALSE,Injection Complete,Completed,,Storage,Tonnes Total,1,2,3,4,5,1,"20,300"
Capture & Storage,"Purdy, Sho-Vel-Tum EOR Project",Oklahoma,Capture & Storage,34.715904,-97.587533,Pre-Combustion,Anadarko Petroleum Corporation,United States,Other Support,", Oklahoma",Purdy,"Captured CO2 from a Fertilizer Plant in Enid, Oklahoma. CO2 transportated ~120 miles to the Northeast Purdy Unit and Bradley Unit for EOR.","Koch Nitrogen’s
Knoch Nitrogen - Enid Fertilizer Plant",Existing,1/1/2003,285,http://globalenergyobservatory.org/geoid/40281,FALSE,Injection Ongoing,Active,Amino Acid-based solvents & Membranes,Capture & Storage,Tonnes Total,1,2,3,4,5,1,"675,000"
Capture,AES Shady Point,Oklahoma,Capture,35.191944,-94.6425,Post-Combustion,AES Corporation,United States,Other Support,", Oklahoma",Panama,The CO2 is scrubbed from the flue gas stream via an ABB Lummus scrubber system that uses monoethanolamine (MEA) as its solvent. Produces 200 tons/day CO2 that is used for food-grade applications.,Shady Point Power Plant,Existing,1/1/1991,221,https://www.globalccsinstitute.com/projects/aes-shady-point-warrior-run-co2-recovery-plants,FALSE,Plant in Operation,Terminated,Ethanol-amino solvent,Capture,Tonnes per Day,1,2,3,4,5,1,200
