Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Ferroalloy Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Zinc Production,Municipal Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? 
1005434,110001383315,CARGILL INC/SALT DIVISION,HUTCHINSON,KS,67501,609 EAST AVENUE G,RENO COUNTY,38.04297,-97.91929,311942,C,Other,"50,122.41","50,070.90",23.50,28.01,,,,,,,,,,"50,122.41",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004067,110000368361,CARGILL INCORPORATED,GUNTERSVILLE,AL,35976,2930 LAKE GUNTERSVILLE PARK DR.,MARSHALL,34.346957,-86.289602,311222,C,Other,"24,989.76","24,964.00",11.75,14.01,,,,,,,,,,"24,989.76",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006637,110000497034,CARGILL INCORPORATED,DAYTON,OH,45414,3201 NEEDMORE ROAD,MONTGOMERY,39.8242,-84.1747,311221,C (Abbr),Other,"359,975.34","357,728.70",830.25,"1,416.39",,,,,,,,,,"359,975.34",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005513,110000328556,"CARGILL INCORPORATED, WATKINS GLEN PLANT",WATKINS GLEN,NY,14891,518 EAST 4TH STREET,SCHUYLER,42.383322,-76.864083,311942,C,Other,"93,305.50","92,586.70",263.75,455.05,,,,,,,,,,"93,305.50",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007220,110011879057,CARGILL MEAT SOLUTIONS,DODGE CITY,KS,67801,3201 E Hwy 400,FORD COUNTY,37.736389,-99.955833,311611,C,Other,"35,152.85","35,071.00",30.00,51.85,,,,,,,,,"8,876.00","35,152.85",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000357,110000467637,CARGILL MEAT SOLUTIONS CORPORATION,FORT MORGAN,CO,80701,1505 EAST BURLINGTON AVENUE,MORGAN,40.2469,-103.7756,311611,C,Other,"27,424.63","27,351.00",26.25,47.38,,,,,,,,,"8,571.00","27,424.63",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006063,110000733010,CARGILL SALT SAINT CLAIR,ST CLAIR,MI,48079,916 S. RIVERSIDE AVE,SAINT CLAIR,42.8184,-82.4858,213115,C,Other,"120,216.68","119,697.90",195.75,323.03,,,,,,,,,,"120,216.68",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002161,110043973723,CARGRAY GAS PLANT,SKELLYTOWN,TX,79080,,CARSON,35.5242,-101.1356,211112,"C,NN-FRAC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","44,759.48","44,712.90",21.25,25.33,,,,,,,,,,"44,759.48",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003947,110000587188,CARLISLE FINISHING CO LLC,CARLISLE,SC,29031,3863 HWY 72 (Carlisle Chester Hwy),UNION,34.604444,-81.418611,313311,C,Other,"33,992.38","33,722.10",96.25,174.03,,,,,,,,,,"33,992.38",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005150,110000475904,CARLTON FORGE WORKS,PARAMOUNT,CA,90723,7743 E. ADAMS ST.,LOS ANGELES COUNTY,33.89479,-118.16474,332112,C,Other,"26,077.25","26,050.40",12.25,14.60,,,,,,,,,,"26,077.25",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004569,110038174711,CARMEUSE LIME & STONE INC,SAGINAW,AL,35137,599 HIGHWAY 31,SHELBY,33.2186,-86.7859,327410,"C,S",Minerals,"793,740.83","791,210.10",926.00,"1,604.73",,,,,,,,,,"324,401.83",,,,,,,,,,,,"469,339.00",,,,,,,,,,,,Y,N,N
1006848,110043813219,CARMEUSE LIME & STONE MAYSVILLE FACILITY,MAYSVILLE,KY,41056,9222 SPRINGDALE ROAD,MASON,38.622778,-83.666111,327410,"C,S",Minerals,"1,390,244.78","1,386,280.80","1,449.75","2,514.23",,,,,,,,,,"521,591.78",,,,,,,,,,,,"868,653.00",,,,,,,,,,,,Y,N,N
1004375,110016858916,CARMEUSE LIME & STONE ROCKWELL OPERATION,MANITOWOC,WI,54220,4110 ROCKWOOD RD,MANITOWOC COUNTY,44.16799,-87.70028,327410,"C,S",Minerals,"87,589.11","87,284.30",112.00,192.81,,,,,,,,,,"39,567.11",,,,,,,,,,,,"48,022.00",,,,,,,,,,,,Y,N,N
1003487,110038160021,CARMEUSE LIME AND STONE,STRASBURG,VA,22657,1696 ORANDA ROAD,SHENANDOAH COUNTY,39.02401,-78.333,327410,"C,S",Minerals,"251,773.45","250,998.00",283.75,491.70,,,,,,,,,,"97,172.45",,,,,,,,,,,,"154,601.00",,,,,,,,,,,,N,N,N
1003005,110000379554,CARMEUSE LIME BLACK RIVER OPERATION,BUTLER,KY,41006,9043 HWY. 154,PENDLETON,38.832222,-84.243611,327410,"C,S",Minerals,"1,235,808.85","1,231,909.30","1,426.75","2,472.80",,,,,,,,,,"531,040.85",,,,,,,,,,,,"704,768.00",,,,,,,,,,,,Y,N,N
1006263,110008058369,CARMEUSE LIME INC - River Rouge,RIVER ROUGE,MI,48218,25 MARION AVENUE,WAYNE,42.2774,-83.128,327410,"C,S",Minerals,"308,965.67","307,653.90",479.75,832.02,,,,,,,,,,"150,160.67",,,,,,,,,,,,"158,805.00",,,,,,,,,,,,N,N,N
1007289,110001986218,CARMEUSE LIME INC MILLERSVILLE OPERATIONS,MILLERSVILLE,OH,43435,3964 COUNTY ROAD 41,SANDUSKY COUNTY,41.31337,-83.27519,327410,"C,S",Minerals,"324,825.20","323,391.80",524.50,908.90,,,,,,,,,,"167,461.20",,,,,,,,,,,,"157,364.00",,,,,,,,,,,,N,N,N
1004273,110007773196,CARMEUSE LIME INC/MILLARD LIME PLT,ANNVILLE,PA,17003,3 CLEAR SPRING RD,LEBANON COUNTY,40.324304,-76.540722,327410,"C,S",Minerals,"361,007.46","359,503.50",551.25,952.71,,,,,,,,,"8,014.00","173,011.46",,,,,,,,,,,,"187,996.00",,,,,,,,,,,,N,N,N
1004081,110006306274,"CARMEUSE LIME, INC.  GRAND RIVER OPERATIONS (0243030257)",GRAND RIVER,OH,44045,15 WILLIAMS STREET,LAKE COUNTY,41.75017,-81.28281,327410,"C,S",Minerals,"343,601.62","342,303.00",475.25,823.37,,,,,,,,,,"160,283.62",,,,,,,,,,,,"183,318.00",,,,,,,,,,,,N,N,N
1004020,110008604670,CARMEUSE OHIO INC - MAPLEGROVE LIME PLANT,BETTSVILLE,OH,44815,1967 WEST COUNTY ROAD #42,SENECA,41.2246,-83.2084,327410,"C,S",Minerals,"563,129.22","560,820.10",844.75,"1,464.37",,,,,,,,,,"275,447.22",,,,,,,,,,,,"287,682.00",,,,,,,,,,,,N,N,N
1005299,110041040922,CAROLINA STALITE COMPANY,GOLD HILL,NC,28071,16815 OLD BEATTYS FORD RD.,ROWAN COUNTY,35.50767,-80.3297,327992,C,Minerals,"70,999.20","70,434.80",206.50,357.90,,,,,,,,,,"70,999.20",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004036,110010267237,CARPENTER TECHNOLOGY,READING,PA,19601,101 WEST BERN ST.,BERKS,40.361105,-75.936838,331111,"C,Q",Metals,"152,936.55","152,785.30",69.00,82.25,,,,,,,,,,"145,679.65",,,,,,,,,,"7,256.90",,,,,,,,,,,,,,N,N,N
1002649,110001864439,CARTER VALLEY LANDFILL,CHURCH HILL,TN,37642,2825 CARTER' VALLEY ROAD,HAWKINS,36.540769,-82.783591,562212,HH,Waste,"48,060.00",,"48,060.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,060.00",N,N,N
1003956,110000437616,CARUS CORP,LA SALLE,IL,61301,1500 EIGHTH STREET,LA SALLE,41.337245,-89.086983,325188,C (Abbr),Chemicals,"27,016.65","26,988.70",12.75,15.20,,,,,,,,,,"27,016.65",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004017,110000488142,CASCADE PACIFIC PULP HALSEY PULP MILL,HALSEY,OR,97348,30480 AMERICAN DRIVE,LINN,44.382387,-123.158436,322110,"AA,C",Pulp and Paper,"78,489.53","67,724.40","3,632.50","7,132.63",,,,,,,,,"450,450.80","38,141.16",,,,,,,,,,,,,,,,,,"40,348.37",,,,,,N,N,N
1005755,110040961947,CASCADE STEEL ROLLING MILLS INC,MCMINNVILLE,OR,97128,3200 N HWY 99W,YAMHILL,45.2289,-123.1627,331111,"C,Q",Metals,"70,575.20","70,533.00",19.25,22.95,,,,,,,,,,"40,794.20",,,,,,,,,,"29,781.00",,,,,,,,,,,,,,N,N,N
1003602,110000584555,CASCADES TISSUE GROUP PA RANSOM PLT,RANSOM,PA,18653,1 MAIN STREET,LACKAWANNA COUNTY,41.390278,-75.814346,322121,C,Pulp and Paper,"25,323.60","25,297.30",12.00,14.30,,,,,,,,,,"25,323.60",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005225,110006530904,CASPER BALEFILL,CASPER,WY,82601,1886 N. STATION ROAD,NATRONA COUNTY,42.87431,-106.2818,562212,HH,Waste,"54,910.50",,"54,910.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,910.50",N,N,N
1005990,110000437965,CATERPILLAR INC.-MAPLETON,MAPLETON,IL,61547,8826 WEST ROUTE 24,PEORIA,40.559479,-89.747807,331511,C (Abbr),Metals,"28,741.59","28,712.00",13.50,16.09,,,,,,,,,,"28,741.59",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004470,110000404278,CATERPILLAR INCORPORATED,LAFAYETTE,IN,47905,3701 South Street,TIPPECANOE COUNTY,40.416761,-86.845658,333618,C,Other,"26,237.39","26,169.70",21.50,46.19,,,,,,,,,,"26,237.39",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003466,110014015715,CAVE CREEK MSW LANDFILL,CAVE CREEK,AZ,85331,3955 E CAREFREE HWY,MARICOPA,33.799979,-111.992472,562212,HH,Waste,"33,250.00",,"33,250.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,250.00",N,N,N
1002969,110043782555,"CC METALS & ALLOYS, LLC",CALVERT CITY,KY,42029,1542 N MAIN ST,MARSHALL COUNTY,37.05648,-88.35108,331112,"C,K",Metals,"386,848.98","384,792.10","2,054.50",2.38,,,,,,,,,,"13,635.48",,,,,,"373,213.50",,,,,,,,,,,,,,,,,,N,N,N
1002414,110008176785,CCI Paradox Midstream LLC - Lisbon Valley Gas Plant,La Sal,UT,84530,7 Rankine Rd,SAN JUAN,38.163259,-109.276478,211111,"C,NN-FRAC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","46,928.92","46,880.70",22.00,26.22,,,,,,,,,,"46,928.92",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006260,110013743388,CEDAR RIDGE LANDFILL,LEWISBURG,TN,37091,2340 MOORESVILLE HWY,MARSHALL,35.451805,-86.843132,562212,"C,HH",Waste,"31,055.08",460.57,"30,593.40",1.12,,,,,,,,,,462.16,,,,,,,,,,,,,,,,,,,,,,,"30,592.93",N,N,N
1007838,110013996514,CEDAR RIDGE RECYCLING & DISPOSAL FACIL,EAST JORDAN,MI,49727,11633 SAUNDERS RD,CHARLEVOIX,45.2474,-85.209434,562212,HH,Waste,"33,031.42",,"33,031.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,031.42",N,N,N
1004721,110009789318,CEMEX CONSTRUCTION MATERIALS ATLANTIC LLC,KNOXVILLE,TN,37924,6212 CEMENT PLANT ROAD,KNOX,36.022505,-83.834408,327310,H,Minerals,"379,641.63","378,207.20",530.00,904.43,,,,,,,,,"1,841.10",,,,,,"379,641.63",,,,,,,,,,,,,,,,,,,N,N,N
1007877,110000467450,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,LYONS,CO,80540,5134 UTE HIGHWAY,BOULDER,40.202236,-105.236697,327310,"C,H",Minerals,"347,359.43","346,177.60",433.25,748.58,,,,,,,,,,"6,327.88",,,,,"341,031.55",,,,,,,,,,,,,,,,,,,N,N,N
1007981,110000331221,CEMEX Construction Materials Atlantic LLC,WAMPUM,PA,16157,2001 PORTLAND PARK ROAD,LAWRENCE,40.879365,-80.325209,327310,"C,H",Minerals,"50,341.00","50,116.40",82.75,141.85,,,,,,,,,,"28,449.20",,,,,"21,891.80",,,,,,,,,,,,,,,,,,,N,N,N
1002308,110000783206,CEMEX Construction Materials Pacific LLC,Apple Valley,CA,92308,25220 Black Mountain Quarry Road,SAN BERNARDINO,34.6222,-117.1001,327310,"C,H",Minerals,"1,544,454.33","1,540,524.40","1,416.00","2,513.93",,,,,,,,,"14,999.00","8,859.17",,,,,"1,535,595.16",,,,,,,,,,,,,,,,,,,N,N,N
1007663,110000464550,"CEMEX Construction Materials South, LLC",NEW BRAUNFELS,TX,78132,2580 WALD ROAD,COMAL COUNTY,29.672028,-98.175083,327310,"C,H",Minerals,"1,193,241.84","1,182,942.90","3,763.50","6,535.44",,,,,,,,,"91,477.60",570.05,,,,,"1,192,671.79",,,,,,,,,,,,,,,,,,,N,N,N
1004758,110007417205,CEMEX MIAMI,MIAMI,FL,33182,1200 NW 137TH AVE,MIAMI-DADE,25.786463,-80.421113,327310,"C,H",Minerals,"440,287.71","438,781.80",553.50,952.41,,,,,,,,,"6,873.80","6,664.61",,,,,"433,623.10",,,,,,,,,,,,,,,,,,,N,N,N
1005331,110056967000,CEMEX SOUTHEAST LLC,CLINCHFIELD,GA,31013,2720 HIGHWAY 341 SOUTH,HOUSTON,32.4152,-83.6333,327310,H,Minerals,"303,519.49","300,985.50",968.00,"1,565.99",,,,,,,,,"22,206.70",,,,,,"303,519.49",,,,,,,,,,,,,,,,,,,N,N,N
1008033,110000369645,"CEMEX SOUTHEAST LLC, DEMOPOLIS PLANT",DEMOPOLIS,AL,36732,1617 ARCOLA ROAD,MARENGO,32.5127,-87.815631,327310,"C,H",Minerals,"524,735.75","522,646.50",777.75,"1,311.50",,,,,,,,,"7,337.00","210,768.85",,,,,"313,966.90",,,,,,,,,,,,,,,,,,,N,N,N
1007033,110022868413,"CEMEX de Puerto Rico, Inc.",Ponce,PR,00733,"State Road 123, kilometer 8.0",PONCE,18.02305,-66.63888,327310,"C,H,S",Minerals,"361,201.56","359,948.50",458.00,795.06,,,,,,,,,,"153,874.46",,,,,"200,620.10",,,,,,,"6,707.00",,,,,,,,,,,,N,N,N
1007764,110033218426,CENTER ETHANOL CO LLC,SAUGET,IL,62201,231 MONSANTO AVE.,SAINT CLAIR,38.596226,-90.17614,325193,C (Abbr),Other,"88,701.62","88,610.10",41.75,49.77,,,,,,,,,,"88,701.62",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005820,110013928857,CENTERPOINT LANDFILL,CENTERPOINT,IN,47840,,CLAY,39.476964,-86.992178,562212,HH,Waste,"41,178.23",,"41,178.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,178.23",N,N,N
1006809,110021315094,CENTRAL BI-PRODUCTS - LONG PRAIRIE,LONG PRAIRIE,MN,56347,25498 US HIGHWAY 71,TODD COUNTY,45.997706,-94.8606,311613,C (Abbr),Other,"31,206.48","31,174.70",14.50,17.28,,,,,,,,,,"31,206.48",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003901,110000594802,CENTRAL BI-PRODUCTS - REDWOOD FALLS,REDWOOD FALLS,MN,56283,33361 COUNTY ROAD 25,REDWOOD COUNTY,44.57046,-95.11507,311613,C (Abbr),Other,"25,465.50","24,374.60","1,076.00",14.90,,,,,,,,,,"25,465.50",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002295,110013864719,CENTRAL COMPRESSOR STATION,CARTHAGE,TX,75633,2 MI W OF CARTHAGE ON US HWY 79,PANOLA,32.16027,-94.39943,211111,C (Abbr),Petroleum and Natural Gas Systems,"37,709.91","37,671.00",17.75,21.16,,,,,,,,,,"37,709.91",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007673,110022726237,CENTRAL DISPOSAL SYSTEMS INC,LAKE MILLS,IA,50450,21265 430TH ST,WINNEBAGO COUNTY,43.38633,-93.57196,562212,"C,HH",Waste,"67,775.55",256.71,"67,518.72",0.12,,,,,,,,,"25,413.00",306.93,,,,,,,,,,,,,,,,,,,,,,,"67,468.62",N,N,N
1004915,110003718344,CENTRAL ENERGY FACILITY,MOUNT PLEASANT,MI,48859,1720 S EAST CAMPUS DRIVE,ISABELLA,43.58581,-84.7712,611310,C,Other,"14,603.86","13,785.60",320.00,498.26,,,,,,,,,"36,751.70","14,603.86",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006083,110030482047,"CENTRAL INDIANA ETHANOL, LLC",MARION,IN,46952,2955 W. DELPHI PIKE,GRANT COUNTY,40.56494,-85.72791,325193,"C,PP","Other,Suppliers of CO2","75,176.82","75,099.00",35.50,42.32,,,,,,,,,,"75,176.82",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005313,110043806012,CENTRAL MAUI LANDFILL REFUSE & RECYCLING CENTER,PUUNENE,HI,96784,1 PULEHU ROAD,MAUI,21.156814,-156.867179,562212,HH,Waste,"24,300.00",,"24,300.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,300.00",N,N,N
1003514,110044358842,CENTRAL MISSOURI LANDFILL,SEDALIA,MO,65301,21469 HIGHWAY 50 WEST,PETTIS,38.72171,-93.289139,562212,HH,Waste,"98,255.50",,"98,255.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,255.50",N,N,N
1005349,110044228289,CENTRAL PENINSULA BALING FACILITY-SOLDOTNA LF,SOLDOTNA,AK,99669,98.5 STERLING HWY.,KENAI PENINSULA,60.4436,-151.1067,562212,"C,HH",Waste,"48,894.90",44.90,"48,850.00",,,,,,,,,,,44.90,,,,,,,,,,,,,,,,,,,,,,,"48,850.00",N,N,N
1005295,110001837380,CENTRAL SANITARY LANDFILL,NEWARK,MD,21841,7091 CENTRAL SITE LANE,WORCESTER COUNTY,38.224046,-75.341031,562212,HH,Waste,"127,671.00",,"127,671.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,671.00",N,N,N
1006990,110022477835,CENTRAL SANITARY LANDFILL,PIERSON,MI,49339,21545 CANNONSVILLE RD,MONTCALM,43.33033,-85.509633,562212,"C,HH",Waste,"192,157.30",19.80,"192,137.50",,,,,,,,,,,19.80,,,,,,,,,,,,,,,,,,,,,,,"192,137.50",N,N,N
1006294,110006297499,CENTRAL WASTE INC,ALLIANCE,OH,44601,12003 OYSTER RD,STARK,40.944907,-81.074946,562212,"C,HH",Waste,"111,064.75",0.00,"111,064.75",,,,,,,,,,11.50,0.00,,,,,,,,,,,,,,,,,,,,,,,"111,064.75",N,N,N
1003798,110022507143,CENTRAL WELD SANITARY LANDFILL,GREELEY,CO,80634,6037 E 77TH AVE,WELD COUNTY,40.35035,-104.80237,562212,HH,Waste,"35,895.57",,"35,895.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,895.57",N,N,N
1006853,110000380917,CENTURY ALUMINUM OF KENTUCKY,HAWESVILLE,KY,42348,1627 STATE ROUTE 3543,HANCOCK COUNTY,37.94499,-86.78777,331312,F,Metals,"520,387.18","326,649.30",,,,"193,737.88",,,,,,,,,,,"520,387.18",,,,,,,,,,,,,,,,,,,,,N,N,N
1003880,110013996417,CEREAL CITY LANDFILL,BATTLE CREEK,MI,49017,580 HUBBARD ST,CALHOUN,42.347449,-85.200364,562212,HH,Waste,"30,242.64",,"30,242.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,242.64",N,N,N
1004341,110014004996,CERRO COLORADO LANDFILL,ALBUQUERQUE,NM,87121,18000 CERRO COLORADO SW,BERNALILLO,35.043927,-106.736325,562212,"C,HH",Waste,"30,728.25",31.50,"30,696.75",,,,,,,,,,,31.50,,,,,,,,,,,,,,,,,,,,,,,"30,696.75",N,N,N
1006082,110001825231,CERTAINTEED CEILINGS CORP,L ANSE,MI,49946,200 SOUTH MAIN STREET,BARAGA COUNTY,46.75663,-88.456086,327993,C,Minerals,"29,785.84","29,754.60",14.25,16.99,,,,,,,,,,"29,785.84",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005745,110000445536,CERTAINTEED CORP.,KANSAS CITY,KS,66115,103 FUNSTON ROAD,WYANDOTTE COUNTY,39.142019,-94.615315,327993,"C,N",Minerals,"66,115.28","66,055.00",27.50,32.78,,,,,,,,,,"58,297.28",,,,,,,"7,818.00",,,,,,,,,,,,,,,,,N,N,N
1007055,110000481942,CERTAINTEED CORPORATION,CHOWCHILLA,CA,93610,17775 AVENUE 23 1/2,MADERA,37.093176,-120.225005,327993,"C,N",Minerals,"40,230.06","40,192.80",17.00,20.26,,,,,,,,,,"36,071.26",,,,,,,"4,158.80",,,,,,,,,,,,,,,,,N,N,N
1005772,110038917367,CERTAINTEED GYPSUM,PROCTOR,WV,26055,9622 ENERGY RD,MARSHALL,39.815343,-80.81116,327420,C,Minerals,"65,131.10","65,063.70",30.75,36.65,,,,,,,,,,"65,131.10",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006202,110043807495,CERTAINTEED GYPSUM & CEILING MFG INC,CARROLLTON,KY,41008,6040 US 42 E,CARROLL,38.71793,-85.092051,327420,C,Minerals,"44,652.24","44,493.40",135.00,23.84,,,,,,,,,,"44,652.24",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006572,110001919960,CERTAINTEED GYPSUM SEATTLE,SEATTLE,WA,98134,5931 E MARGINAL WY S,KING COUNTY,47.54791,-122.33734,327420,C,Minerals,"30,952.39","30,842.00",94.00,16.39,,,,,,,,,,"30,952.39",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003902,110000467833,CF & I STEEL L P/ DBA ROCKY MOUNTAIN STEEL MILLS,PUEBLO,CO,81004,2100 SOUTH FREEWAY,PUEBLO,38.232627,-104.607257,331111,"C,Q",Metals,"286,132.30","285,941.00",87.00,104.30,,,,,,,,,,"184,854.30",,,,,,,,,,"101,278.00",,,,,,,,,,,,,,N,N,N
1002301,110014466372,"CF INDUSTRIES NITROGEN, LLC - DONALDSONVILLE NITROGEN COMPLEX",DONALDSONVILLE,LA,70346,39018 HIGHWAY 3089,ASCENSION,30.098563,-90.95599,325311,"C,G,PP,V","Chemicals,Suppliers of CO2","6,449,000.13","5,303,145.90","1,017.50","1,144,836.73",,,,,,,,,,"2,159,679.46",,,,"3,145,696.80",,,,,,,,,,"1,143,623.87",,,,,,,,,,Y,Y,N
1004183,110000741485,"CF Industries Nitrogen, LLC - Yazoo City Facility",YAZOO,MS,39194,4612 HIGHWAY 49 EAST,YAZOO,32.904368,-90.383137,325311,"C,G,V",Chemicals,"2,615,392.43","1,149,034.40",239.75,"1,466,118.28",,,,,,,,,,"508,917.03",,,,"640,643.20",,,,,,,,,,"1,465,832.20",,,,,,,,,,Y,N,N
1006005,110000414089,"CF Industries Nitrogen, LLC-Port Neal Nitrogen Complex",SERGEANT BLUFF,IA,51054,1182 260TH ST.,WOODBURY COUNTY,42.32786,-96.36489,325311,"C,G,PP,V","Chemicals,Suppliers of CO2","1,448,598.10","700,060.90",118.25,"748,418.95",,,,,,,,,,"251,098.60",,,,"449,221.50",,,,,,,,,,"748,278.00",,,,,,,,,,Y,Y,N
1002100,110046104452,CGGSWA Regional Landfill,Hillsville,VA,24343,162 Landfill Road,CARROLL,36.7623,-80.7516,562212,"C,HH",Waste,"41,534.70",11.70,"41,523.00",,,,,,,,,,,11.70,,,,,,,,,,,,,,,,,,,,,,,"41,523.00",N,N,N
1002996,110009980770,CGS Services Inc.,MORRISTOWN,IN,46161,2920 E. US 52,SHELBY,39.69375,-85.721222,562212,"C,HH",Waste,"158,890.64","3,483.20","155,398.50",8.94,,,,,,,,,,"3,495.39",,,,,,,,,,,,,,,,,,,,,,,"155,395.25",N,N,N
1002851,110021159468,CHACO COMPRESSOR STATION,BLOOMFIELD,NM,87413,,SAN JUAN,36.6907,-107.9784,213112,C (Abbr),Petroleum and Natural Gas Systems,"31,488.13","31,455.80",14.75,17.58,,,,,,,,,,"31,488.13",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003509,110007057460,CHAIN OF ROCKS RECYCLING & DISPOSAL,GRANITE CITY,IL,62040,3399 WEST CHAIN OF ROCKS ROAD,MADISON,38.753679,-90.158302,562212,HH,Waste,"8,326.95",,"8,326.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,326.95",N,N,N
1002759,110028037363,CHALK CLIFF COGEN,BAKERSFIELD,CA,93308,34759 LENCIONI AVE,KERN COUNTY,35.44735,-119.08652,221112,C,Power Plants,"174,645.29","174,465.00",82.25,98.04,,,,,,,,,,"174,645.29",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007625,110045634774,CHALMETTE REFINING LLC - CHALMETTE REFINERY,CHALMETTE,LA,70043,500 W ST BERNARD HWY,SAINT BERNARD,29.936411,-89.972954,324110,"C,Y","Petroleum Product Suppliers,Refineries","1,833,245.47","1,823,920.90","4,269.00","5,055.57",,,,,,,,,,"1,214,234.16",,,,,,,,,,,,,,,,"619,011.31",,,,,,,,N,N,N
1000217,110002225976,"CHAMBERS OF MISSISSIPPI INC, CLEARVIEW ENVIRONMENTAL CONTROL FACILITY LANDFILL",LAKE,MS,39092,2253 MUDLINE ROAD,SCOTT,32.226346,-89.372269,562212,HH,Waste,"186,802.89",,"186,802.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"186,802.89",N,N,N
1002859,110000463212,CHANNELVIEW COMPLEX,CHANNELVIEW,TX,77530,8280 SHELDON RD.,HARRIS,29.833365,-95.11202,325110,"C,X",Chemicals,"1,803,917.22","1,792,457.70","4,332.25","7,127.27",,,,,,,,,,"1,750,696.27",,,,,,,,,,,,,,,"53,220.95",,,,,,,,,N,N,N
1000394,110002097766,CHAPARRAL STEEL,PETERSBURG,VA,23803,25801 HOFHEIMER WAY,PETERSBURG CITY,37.179193,-77.447791,331111,"C,Q",Metals,"93,739.54","93,654.30",38.75,46.49,,,,,,,,,,"82,520.54",,,,,,,,,,"11,219.00",,,,,,,,,,,,,,N,N,N
1005344,110000459183,CHAPARRAL STEEL MIDLOTHIAN PLANT,MIDLOTHIAN,TX,76065,300 WARD ROAD,ELLIS,32.458249,-97.036607,331111,"C,Q",Metals,"230,402.28","230,245.00",71.75,85.53,,,,,,,,,,"152,370.98",,,,,,,,,,"78,031.30",,,,,,,,,,,,,,N,N,N
