Fac_ID,Fac_Name,State,Latitude,Longitude,NAICS,Sector,Total_Emissions,CO2_Emissions
1003730,AIR LIQUIDE - FREEPORT HYCO PLANT,TX,28.98,-95.38,325120,Chemicals,203358.2,203358.2
1003780,AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT,TX,29.98,-93.95,325120,Chemicals,4217.18,4212.8
1003910,AIR LIQUIDE AMERICA CORP,TX,32.45,-94.69,325120,Chemicals,398199.2,398199.2
1006115,AIR LIQUIDE AMERICA CORP.,LA,30.21,-90.99,325120,Chemicals,349268.84,348908.8
1003591,AIR LIQUIDE GEISMAR UTILITY SERVICES,LA,30.21,-90.99,221330,Power Plants,113676.43,113518
1003748,AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT,CA,38.05,-122.26,325120,Chemicals,881232.4,881232.4
1003013,AIR PRODUCTS & CHEMICAL INC - LAKE CHARLES FACILITY,LA,30.24,-93.28,325120,Chemicals,642856.6,642856.6
1002754,AIR PRODUCTS & CHEMICALS INC - CONVENT SMR,LA,30.11,-90.88,325120,Chemicals,569828.4,569828.4
1002698,AIR PRODUCTS & CHEMICALS INC - Geismar SMR,LA,30.18,-90.99,325120,"Chemicals,Suppliers of CO2",56325,56325
1003009,AIR PRODUCTS & CHEMICALS INC - INDUSTRIAL GAS PRODUCTION FACILITY,LA,30.03,-89.9,325120,Chemicals,199762,199762
1002121,AIR PRODUCTS & CHEMICALS INC MARTINEZ WATERFRONT ROAD,CA,38.03,-122.08,325120,Chemicals,526494.9,526494.9
1010475,AJAX PLANT,TX,35.55,-100.12,211130,Petroleum and Natural Gas Systems,32709.48,31910.6
1002122,"AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez",CA,38.03,-122.07,325120,Chemicals,87288.67,87281
1005809,AIR PRODUCTS AND CHEMICALS INC - CATLETTSBURG HYDROGEN PLANT,KY,38.38,-82.6,325120,Chemicals,123064.7,123064.7
1003129,AKER PLANT,TX,31.91,-96.23,211130,"Petroleum and Natural Gas Systems,Suppliers of CO2",36973.56,36497
1002727,AIR PRODUCTS AND CHEMICALS INC - GARYVILLE,LA,30.06,-90.59,325120,Chemicals,790406.7,790406.7
1002123,AIR PRODUCTS AND CHEMICALS INCORPORATED,CA,38.53,-121.4,325120,Chemicals,48575.2,48575.2
1002430,AIR PRODUCTS BAYTOWN PLANT,TX,29.76,-95.02,325120,Chemicals,109271.94,109158.5
1002257,AIR PRODUCTS CARSON HYDROGEN PLANT,CA,33.81,-118.23,325120,Chemicals,507837.8,507837.8
1002435,AIR PRODUCTS WILMINGTON HYDROGEN PLANT,CA,33.78,-118.24,325120,Chemicals,705789.35,705027.7
1000274,AK Steel Corporation - Middletown,OH,39.5,-84.39,331110,Metals,4069594.75,4067706.5
1005149,AL CORN CLEAN FUEL,MN,44.05,-93.02,325193,Other,162045.39,161877.7
1000129,AL Sandersville,GA,33.12,-82.86,221112,Power Plants,23939.21,23914
1007917,"ALABAMA RIVER CELLULOSE, LLC",AL,31.58,-87.49,322110,"Pulp and Paper,Waste",314977.71,206508.8
1007272,ALADDIN MILLS - ANTIOCH RD PLA NT,GA,34.73,-84.95,314110,Other,45423.68,45377.1
1003402,ALBEMARLE CORPORATION HOUSTON PLANT,TX,29.74,-95.17,325199,Chemicals,46683.21,46632.7
1004307,ALBEMARLE CORPORATION-SOUTH PLANT,AR,33.18,-93.22,325180,Chemicals,80774.5,80691.2
1001877,ALCOA INC - WARRICK OPERATIONS,IN,37.92,-87.33,331313,"Metals,Power Plants",5963440.23,5797179.8
1003562,ALCOA INTALCO WORKS,WA,48.85,-122.71,331313,"Metals,Waste",595364.46,166632.6
1003201,ALCOA WORLD ALUMINA ATLANTIC,TX,28.65,-96.56,331313,"Metals,Waste",14102.45,86.9
1005887,ALLIANCE COMPRESSOR STATION,TX,33.03,-97.35,211130,Petroleum and Natural Gas Systems,43989.85,40811.3
1006045,ALERIS ROLLED PRODUCTS INC,KY,37.95,-86.85,331314,Metals,156516.76,156355.1
1005862,ALLEGANY BALLISTICS LABORATORY,WV,39.56,-78.84,336415,Other,26484,26456.6
1007192,ALLEN COUNTY PUBLIC WORKS,KS,38.01,-95.29,562212,Waste,68215.9,67.8
1007645,ALLIANCE SANI LDFL,PA,41.4,-75.74,562212,Waste,60734.55,643.5
1007496,ALLISON GAS PLANT,TX,35.62,-100.15,211130,Petroleum and Natural Gas Systems,41699.85,40533.7
1000048,"ALLISON TRANSMISSION, Inc.",IN,39.78,-86.24,336350,Other,22579.15,22543
1004327,ALMATIS INC - BAUXITE ARKANSAS,AR,34.58,-92.53,331313,Metals,48298.97,48249.1
1007622,ALON REFINING KROTZ SPRINGS INC,LA,30.53,-91.75,324110,"Petroleum Product Suppliers,Refineries",354930.17,351486.4
1005705,ALLIANCE PIPELINE - OLIVIA 23-A,MN,44.85,-94.9,486210,Petroleum and Natural Gas Systems,65609.3,65460.9
1007291,ALPHA RIDGE LANDFILL,MD,39.31,-76.9,562212,Waste,16106.03,64.3
1001559,ALLIANCE PIPELINE L.P. - MANCHESTER,IA,42.47,-91.55,486210,Petroleum and Natural Gas Systems,77053.26,76885.3
1013670,ALTIVIA Institute Facilities,WV,38.38,-81.78,325194,Chemicals,79411.75,79330.1
1001560,ALLIANCE PIPELINE LP,IL,41.59,-89.78,486210,Petroleum and Natural Gas Systems,54224.45,54114.8
1007401,"ALTIVIA Petrochemicals, LLC - HAVERHILL COMPLEX",OH,38.59,-82.82,325194,Chemicals,48314.97,48265.1
1000245,"ALLIANCE PIPELINE, L.P.-FAIRMOUNT COMPRESSOR STATION",ND,45.99,-96.65,486210,Petroleum and Natural Gas Systems,81961.29,81847.9
1007263,ALTO COLUMBIA LLC,OR,45.86,-119.66,325193,"Other,Suppliers of CO2",35520.62,35483.9
1001558,"ALLIANCE PIPELINE, L.P.-WIMBLEDON COMPRESSOR STATION",ND,47.19,-98.43,486210,Petroleum and Natural Gas Systems,53155.45,52978.4
1007264,ALTO MAGIC VALLEY LLC,ID,42.52,-113.82,325193,Other,15623.09,15607.2
1003268,ALTON STEEL COMPANY,IL,38.88,-90.15,331110,Metals,30371.29,30354.3
1005184,ALYESKA PIPELINE SE/TAPS PUMP STATION 01,AK,70.26,-148.62,486110,Other,63920.46,63854.7
1005781,"ALYESKA PIPELINE SERVICE COMPANY, Valdez Marine Terminal",AK,61.08,-146.39,486110,Other,26580.02,26489.2
1005491,"AM/NS Calvert, LLC",AL,30.8,-88.1,331110,Metals,467304.04,466821.8
1006412,AMALGAMATED SUGAR CO LLC,ID,42.61,-113.76,311313,"Minerals,Waste",285996.08,275248.4
1005712,AMALGAMATED SUGAR CO LLC,ID,42.53,-114.43,311313,Minerals,252307.82,251076.8
1005707,AMALGAMATED SUGAR CO LLC,ID,43.61,-116.58,311313,"Minerals,Waste",349799.66,211827.4
1007178,AMEA Sylacauga Plant,AL,33.17,-86.28,221112,Power Plants,22422.12,22399.1
1004732,AMERICAN ACRYL PASADENA,TX,29.62,-95.07,325199,Chemicals,83200.74,83114.7
1005432,AMERICAN AIRLINES,OK,36.2,-95.87,481111,Other,40397.12,40349.5
1004417,AMERICAN AVENUE LANDFILL,CA,36.67,-120.14,562212,Waste,129155.5,0.5
1005327,AMERICAN CAST IRON PIPE CO,AL,33.55,-86.83,331511,Metals,147810.11,147158.4
1008041,AMERICAN COLLOID,WY,44.87,-104.15,212325,Other,52817.39,52691.7
1006354,AMERICAN CRYSTAL SUGAR - CROOKSTON,MN,47.76,-96.63,311313,"Minerals,Waste",260091.95,179805.7
1005751,AMERICAN CRYSTAL SUGAR - E GRAND FORKS,MN,47.93,-97.01,311313,"Minerals,Waste",314639.96,190121.9
1005753,AMERICAN CRYSTAL SUGAR - HILLSBORO,ND,47.44,-97.06,311313,"Minerals,Waste",417797.61,285897.6
1006877,AMERICAN CRYSTAL SUGAR - MOORHEAD,MN,46.9,-96.76,311313,"Minerals,Waste",277534.06,169321.3
1002552,AMERICAN ENVIRONMENTAL LANDFILL,OK,36.16,-96.19,562212,Waste,233353.65,39.3
1000007,AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT,NM,35.33,-106.53,327420,Minerals,14084.5,14069.7
1005175,AMERICAN GYPSUM CO /GYPSUM WALLBOARD PLT,OK,34.66,-99.59,327420,Minerals,94862.69,94764.6
1007404,AMERICAN GYPSUM COMPANY,CO,39.66,-106.96,327420,Minerals,65195.5,65128.1
1004845,AMERICAN GYPSUM COMPANY,NM,35.17,-106.59,327420,Minerals,40893,40850.8
1005590,AMERICAN REFINING GROUP INC,PA,41.97,-78.63,324110,"Petroleum Product Suppliers,Refineries",115865.74,114521
1001860,AMERICAN SUGAR REFINING INC - Chalmette Refinery,LA,29.95,-90,311314,Other,137418.73,137276.8
1006919,AMERICAN SYNTHETIC RUBBER,KY,38.21,-85.85,325212,Other,147839.01,146804.1
1001962,AMERICAS STYRENICS LLC - ST JAMES PLANT,LA,30.08,-90.92,325110,Chemicals,670040.38,668483.3
1005072,"AMGEN MANUFACTURING, LIMITED",PR,18.24,-65.9,325412,Chemicals,49616.7,49446.9
1008730,AMP Fremont Energy Center,OH,41.38,-83.16,221112,Power Plants,1353140.94,1351767.1
1004746,ANALOG DEVICES,WA,45.6,-122.45,334413,Other,14360.35,1956.6
1006810,ANCHOR ACQUISITION LLC MONACA PLT,PA,40.69,-80.28,327212,Minerals,39873.1,39845.4
1004508,ANCHOR HOCKING GLASS CO PLANT NO 1 *,OH,39.72,-82.62,327212,Minerals,61440.35,61386.1
1007341,ANCHORAGE REGIONAL LANDFILL,AK,61.29,-149.6,562212,Waste,126256.15,268.4
1002263,ANGUS CHEMICAL CO,LA,32.69,-92.08,325199,Chemicals,118436.62,88828.9
1002576,ANHEUSER BUSCH BALDWINSVILLE BREWERY,NY,43.17,-76.31,312120,"Other,Suppliers of CO2",25378.7,25330.4
1006111,ANHEUSER BUSCH INC,OH,40.1,-82.99,312120,Other,32337.49,32284.9
1002867,ANHEUSER BUSCH INC. - L.A. BREWERY,CA,34.22,-118.48,312120,Other,31614.71,31555.9
1003352,ANHEUSER BUSCH INCORPORATED FORT COLLINS BREWERY,CO,40.62,-105.01,312120,Other,42067.97,42020.4
1003176,ANHEUSER BUSCH LLC,VA,37.24,-76.65,312120,Other,37074.86,37036.5
1003224,ANHEUSER-BUSCH HOUSTON BREWERY,TX,29.77,-95.27,312120,Other,44712.56,44629.9
1002915,ANHEUSER-BUSCH LLC,NH,42.82,-71.49,312120,"Other,Suppliers of CO2",13396.91,13375.6
1006147,ANHEUSER-BUSCH LLC,FL,30.43,-81.65,312120,Other,55506.09,55427.4
1006904,"ANHEUSER-BUSCH, INC. CARTERSVI LLE BREWERY",GA,34.26,-84.78,312120,Other,19672.81,19638.2
1003525,"ANHEUSER-BUSCH, INC. NEWARK BREWERY",NJ,40.69,-74.2,312120,Other,21566.95,21541.1
1005490,ANIMAS POWER PLANT,NM,36.72,-108.19,221112,Power Plants,1234.7,1233.6
1013314,ANR Pipeline (Jena Compressor Station),LA,31.53,-92.19,486210,Petroleum and Natural Gas Systems,63948.92,61908.8
1004929,ANR Pipeline Alden CS,KS,38.23,-98.29,486210,Petroleum and Natural Gas Systems,24488.47,21154.8
1004926,ANR Pipeline Birmingham CS,IA,40.9,-91.97,486210,Petroleum and Natural Gas Systems,33986.89,30253.9
1004928,ANR Pipeline Bridgman CS,MI,41.9,-86.53,486210,Petroleum and Natural Gas Systems,33095.1,27414.6
1005235,ANR Pipeline Brownsville CS,TN,35.45,-89.29,486210,Petroleum and Natural Gas Systems,56135.65,52594.4
1005245,ANR Pipeline Celestine CS,IN,38.38,-86.78,486210,Petroleum and Natural Gas Systems,48254.28,44191.8
1009589,ANR Pipeline Cottage Grove CS,TN,36.39,-88.48,486210,Petroleum and Natural Gas Systems,45259.1,40142.7
1007403,ANR Pipeline Defiance CS,OH,41.35,-84.36,486210,Petroleum and Natural Gas Systems,3473.15,998.3
1011138,ANR Pipeline Delhi CS,LA,32.47,-91.6,486210,Petroleum and Natural Gas Systems,48520.09,42469
1004932,ANR Pipeline E.G. Hill CS,TX,36.49,-101.47,486210,Petroleum and Natural Gas Systems,17093.75,13640
1004930,ANR Pipeline Enterprise CS,KS,38.82,-97.09,486210,Petroleum and Natural Gas Systems,31541.95,25990.6
1013036,ANR Pipeline Eunice CS,LA,30.47,-92.52,486210,Petroleum and Natural Gas Systems,68984.3,52729.3
1004776,ANR Pipeline Greensburg CS,KS,37.61,-99.4,486210,Petroleum and Natural Gas Systems,32690.75,26248.4
1005958,ANR Pipeline Blue Lake Complex Gas Storage Facility,MI,44.84,-84.97,486210,Petroleum and Natural Gas Systems,34871.13,31097.8
1005238,ANR Pipeline Greenville CS,MS,33.37,-91.01,486210,Petroleum and Natural Gas Systems,44472.35,40352.7
1004923,ANR Pipeline Hamilton CS,MI,42.67,-85.96,486210,Petroleum and Natural Gas Systems,24240.02,20149.7
1004935,ANR Pipeline Havensville CS,KS,39.49,-96.04,486210,Petroleum and Natural Gas Systems,13799.25,12477.6
1013969,ANR Pipeline LaGrange CS,IN,41.64,-85.47,486210,Petroleum and Natural Gas Systems,28705.2,27404.2
1005953,ANR Pipeline Lineville CS,IA,40.63,-93.54,486210,Petroleum and Natural Gas Systems,25497.31,22833
1005242,ANR Pipeline Madisonville CS,KY,37.38,-87.62,486210,Petroleum and Natural Gas Systems,41047.91,37728
1005060,ANR Pipeline Maitland CS,MO,40.18,-95.12,486210,Petroleum and Natural Gas Systems,40575.88,32841.4
1009733,ANR Pipeline Meade CS,KS,37.08,-100.47,486210,Petroleum and Natural Gas Systems,12695.06,9770.2
1009608,ANR Pipeline Mooreland CS,OK,36.47,-99.15,486210,Petroleum and Natural Gas Systems,1228,73.5
1004769,ANR Pipeline New Windsor CS,IL,41.21,-90.44,486210,Petroleum and Natural Gas Systems,14077.11,10898.1
1005243,ANR Pipeline Patterson CS,LA,29.69,-91.34,486210,Petroleum and Natural Gas Systems,40130.97,34085.9
1009590,ANR Pipeline Portland CS,IN,40.44,-85.1,486210,Petroleum and Natural Gas Systems,3370.2,28.7
1004937,ANR Pipeline Sandwich CS,IL,41.62,-88.58,486210,Petroleum and Natural Gas Systems,12660.81,9375.7
1005244,ANR Pipeline Sardis CS,MS,34.42,-90.13,486210,Petroleum and Natural Gas Systems,30058.95,26370.6
1004925,ANR Pipeline St. John CS,IN,41.43,-87.49,486210,Petroleum and Natural Gas Systems,7890.08,4536.4
1011137,ANR Pipeline Woodstock CS,IL,42.29,-88.49,486210,Petroleum and Natural Gas Systems,38625.26,36127.5
1004933,ANR Pipeline Woolfolk CS,MI,43.62,-85.38,486210,Petroleum and Natural Gas Systems,28735.02,22391
1004802,ANSHUTZ RANCH EAST GAS PLANT,WY,41.07,-111.04,211130,Petroleum and Natural Gas Systems,3221.34,3088.3
1007710,ANTELOPE VALLEY RECYCLING AND DISPOSAL FACILITY,CA,34.57,-118.15,562212,Waste,37467.3,112.3
1001908,APACHE NITROGEN PRODUCTS - PLANT,AZ,31.88,-110.24,325311,Chemicals,442395.32,31225.2
1006777,"APEX ENVIRONMENTAL, LLC - SANITARY LANDFILL (0641000223)",OH,40.43,-80.91,562212,Waste,494306.75,1
1004352,APEX REGIONAL LANDFILL,NV,36.29,-115.28,562212,Waste,206126.4,145.1
1000793,"APG Polytech, LLC",WV,38.66,-82.17,325211,Other,45035.58,44989
1010353,APPLEBY TREATER,TX,31.69,-94.58,211130,Petroleum and Natural Gas Systems,60413.09,56025.2
1005669,APPLETON ROARING SPRING PAPER MFG,PA,40.34,-78.41,322121,Pulp and Paper,87841.18,86465.9
1002596,APPVION - APPLETON PLT,WI,44.27,-88.39,322230,Pulp and Paper,29345.04,29314.9
1001423,APS Saguaro Power Plant,AZ,32.55,-111.3,221112,Power Plants,81109.75,81027
1001422,APS West Phoenix Power Plant,AZ,33.44,-112.16,221112,Power Plants,1659120.48,1657429.9
1005906,AR GLASS CONTAINER CORP,AR,35.85,-90.71,327213,Minerals,36381.73,36349.4
1008752,"ARAUCO NORTH AMERICA, INC - BENNETTSVILLE MDF",SC,34.6,-79.78,321219,Other,5777.19,5590.8
1005385,ARCELORMITTAL TUBULAR PRODUCTS USA LLC,OH,40.88,-82.67,331210,Metals,57855.63,57795.9
1002916,ARCHER DANIEL MIDLAND COMPANY,NE,41.42,-97.29,311221,"Other,Waste",821896.49,809665.8
1003215,ARCHER DANIELS MIDLAND,IN,40.29,-86.55,311224,Other,52801.55,52747.3
1001945,ARCHER DANIELS MIDLAND,MN,44.47,-95.78,311221,"Other,Suppliers of CO2,Waste",172749.8,172140.8
1005935,ARCHER DANIELS MIDLAND COMPANY,NE,40.87,-96.62,311224,Other,158310,157168
1005940,ARCHER DANIELS MIDLAND PROCESSING,ND,48.06,-100.92,311224,Other,44384.43,44338.4
1007937,ARCONIC DAVENPORT LLC,IA,41.53,-90.47,331315,Metals,233394.47,233153.9
1004649,ARCONIC LAFAYETTE LLC,IN,40.4,-86.87,331314,Metals,47815.22,47765.9
1002795,ARCONIC TENNESSEE OPERATIONS,TN,35.81,-83.97,331315,Metals,158260.1,158096.8
1003456,ARDEN LDFL,PA,40.21,-80.26,562212,Waste,23291.75,92
1006659,ARGOS CEMENT LLC. - ROBERTA PLANT,AL,33.1,-86.8,327310,Minerals,927478.25,923820.3
1007566,ARGOS USA -Martinsburg,WV,39.43,-77.98,327310,Minerals,866766.09,864252.2
1002442,ARIZONA CHEMICAL COMPANY,FL,30.14,-85.62,325211,Other,61347.02,61284
1006199,ARIZONA STATE UNIVERSITY,AZ,33.42,-111.94,611310,Other,59391.48,59330.1
1006203,ARKALON ETHANOL LLC,KS,37.11,-100.8,325193,"Other,Suppliers of CO2",101169.92,101065.8
1002209,ARKANSAS LIME COMPANY,AR,35.79,-91.74,327410,Minerals,416896.44,416134.1
1005801,ARKANSAS STEEL ASSOCIATES,AR,35.65,-91.24,331221,Metals,65059.35,65031.4
1006644,ARKEMA BEAUMONT PLANT,TX,30.06,-94.06,325199,Chemicals,64880.06,64813.2
1006797,ARKEMA INC CLEAR LAKE,TX,29.63,-95.06,325110,Chemicals,84880.88,84793.2
1005721,"ARKEMA, INC.",KY,37.06,-88.37,325120,"Chemicals,Industrial Gas Suppliers",614181.11,67870.3
1013817,ARLANXEO Orange Site,TX,30.05,-93.77,325212,Other,134662.69,134523.5
1006785,ARMSTRONG CEMENT & SUPPLY,PA,40.79,-79.7,327310,Minerals,183951.16,183120.2
1003208,ARMSTRONG WORLD IND MARIETTA CEILING PLT,PA,40.06,-76.59,339999,Other,67167.35,67098.3
1002968,ARMSTRONG WORLD INDUSTRIES INC.,FL,30.41,-87.25,339999,Other,25305.5,25279.2
1002515,ARTESIA GAS PLANT,NM,32.76,-104.21,211130,"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",95492.5,94177.7
1002494,ASARCO LLC AMARILLO COPPER REFINERY,TX,35.28,-101.73,331410,Metals,17097.74,17080.2
1002486,ASARCO LLC Hayden Operations,AZ,33,-110.78,331410,Metals,304.25,303.7
1002190,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU FACILITY,TX,29.26,-95.21,325199,Chemicals,598486.84,598211.2
1003975,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,SC,34.23,-82.06,325211,Other,45043.38,44996.8
1002665,ASH GROVE CEMENT CO-CHANUTE PLANT,KS,37.7,-95.46,327310,Minerals,1024577.12,1022805
1002421,ASH GROVE CEMENT COMPANY,TX,32.52,-97.01,327310,Minerals,668482.53,667575.1
1002527,ASH GROVE CEMENT COMPANY-DURKEE,OR,44.54,-117.42,327310,Minerals,685016.71,684042
1007552,ASH GROVE CEMENT COMPANY-Louisville,NE,41.01,-96.15,327310,Minerals,577517.61,577331.6
1002531,ASH GROVE CEMENT COMPANY-MONTANA CITY,MT,46.54,-111.92,327310,Minerals,320046.37,319088
1002537,ASH GROVE CEMENT COMPANY-SEATTLE,WA,47.57,-122.34,327310,Minerals,346010.2,345328
1007606,ASH GROVE CEMENT-FOREMAN,AR,33.69,-94.42,327310,Minerals,856858.27,855693
1003496,ASHLEY Energy LLC,MO,38.64,-90.18,221330,Power Plants,40166.15,40124.5
1004576,ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC,NY,40.78,-73.9,221112,Power Plants,2201073.13,2198821.6
1006778,ATI Allvac - Monroe,NC,34.99,-80.52,331492,Metals,42349.73,42303.6
