fac_id,fac_name,state,latitude,longitude,naics,naics_3digits,sub_sector,sector,fuel_type,co2_emissions_2010,co2_emissions_2011,co2_emissions_2012,co2_emissions_2013,co2_emissions_2014,co2_emissions_2015,co2_emissions_2016,co2_emissions_2017,co2_emissions_2018,co2_emissions_2019,co2_emissions_2020,capture_cost,total_capture_cost,45Q_credit_incentive,eco_opportunity,business_opportunity
1003609,Lenzing Fibers Inc.,AL,30.96,-88.02,325220,325,Chemical manufacturing,Other,Natural Gas,41334.0,45001.0,58464.0,67397.0,67156.5,66501.5,62259.0,67079.0,66576.8,65629.8,55881.7,30,1676451.0,2794085.0,-1117634.0,Forget it
1007768,Lewis & Clark,MT,47.68,-104.16,221112,221,Utilities,Power Plants,Coal,385861.0,370886.9,303649.5,361019.0,400105.2,298919.9,344365.5,310377.5,319933.0,350039.5,315147.8,65,20484607.0,15757390.0,4727217.0,Forget it
1000928,Lewis Creek,TX,30.44,-95.52,221112,221,Utilities,Power Plants,Natural Gas,1159388.9,1087553.8,939828.4,920377.3,892286.3,1306330.4,1351164.9,1027066.6,1170359.9,1277194.8,1242891.3,130,161575869.0,62144565.0,99431304.0,To target
1002598,Lhoist North America - MONTEVALLO PLANT,AL,33.09,-86.8,327410,327,Nonmetallic mineral product manufacturing,Minerals,Coal,959109.8,1014347.4,1044631.0,1034385.8,1017563.2,914222.7,864136.7,1016800.3,955376.2,892517.4,926554.7,150,138983205.0,46327735.0,92655470.0,To target
1002403,Lhoist North America /Clifton Plant,TX,31.71,-97.6,327410,327,Nonmetallic mineral product manufacturing,Minerals,Coal,408849.0,365731.2,416430.1,408216.4,467054.6,455728.8,448571.1,425850.0,463969.0,520125.5,516786.2,150,77517930.0,25839310.0,51678620.0,To target
1002551,Lhoist North America APEX PLANT,NV,36.2,-115.13,327410,327,Nonmetallic mineral product manufacturing,Minerals,Coal,729835.8,805898.9,823644.7,795980.7,814663.9,790658.8,692994.7,703591.3,677668.0,686214.5,738380.0,150,110757000.0,36919000.0,73838000.0,To target
1002432,Lhoist North America New Braunfels Plant,TX,29.68,-98.18,327410,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,367865.5,389759.0,372997.9,338965.6,447251.6,556786.9,400318.4,435379.2,367846.5,507829.0,442828.9,150,66424335.0,22141445.0,44282890.0,Too discuss
1005121,Libbey Glass Inc.,OH,41.67,-83.52,327212,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,72406.4,72570.6,70872.2,68848.0,63291.2,68701.4,62316.7,70752.1,71828.1,70668.7,58814.2,150,8822130.0,2940710.0,5881420.0,Forget it
1001610,Lieberman Power Plant,LA,32.7,-93.96,221112,221,Utilities,Power Plants,Natural Gas,83576.9,98414.4,82742.1,32197.4,52691.5,32577.8,37710.5,25439.7,41828.5,50539.6,17116.1,130,2225093.0,855804.9999999999,1369288.0,Forget it
1000411,Lima Refinery,OH,40.72,-84.11,324110,324,Petroleum and coal products manufacturing,"Petroleum Product Suppliers,Refineries",Other,1345065.6,1197004.2,1170375.7,1159099.7,1112636.2,1231413.8,1159232.1,1424557.5,1188955.2,1034998.2,1179935.3,150,176990295.0,58996765.0,117993530.0,To target
1006451,"Limetree Bay Refining and Terminals, LLC",VI,17.71,-64.75,324110,324,Petroleum and coal products manufacturing,"Petroleum Product Suppliers,Refineries",Petroleum Products,5216812.9,4409629.1,658449.9,105869.4,100867.2,87777.0,98012.7,99235.5,105761.5,134831.3,446584.3,150,66987645.0,22329215.0,44658430.0,Too discuss
1000060,Limon Generating Station,CO,39.2,-103.7,221112,221,Utilities,Power Plants,Natural Gas,9800.9,12022.2,95460.4,32697.1,24230.4,20226.2,35970.0,25258.0,26147.7,45112.3,47511.3,130,6176469.0,2375565.0,3800904.0,Forget it
1001369,Lincoln Generating Facility,IL,41.39,-87.94,221112,221,Utilities,Power Plants,Natural Gas,6633.7,22316.7,38410.5,37235.2,33221.0,14193.6,46975.1,20475.5,14349.0,9743.7,3748.0,130,487240.0,187400.0,299840.0,Forget it
1004798,Linde Air Separation Facility,TX,32.61,-95.2,325120,325,Chemical manufacturing,Chemicals,Natural Gas,58408.5,40827.8,74962.7,81858.2,102728.5,88462.4,97717.6,81037.7,77285.2,23729.2,73546.0,30,2206380.0,3677300.0,-1470920.0,Forget it
1008002,Linde Decatur,AL,34.63,-87.02,325120,325,Chemical manufacturing,"Chemicals,Suppliers of CO2",Natural Gas,101628.6,96310.0,94271.1,96090.8,88719.3,81020.7,118180.2,125343.0,116232.3,111755.3,115986.9,30,3479607.0,5799345.0,-2319738.0,Forget it
1003255,Linde Inc - GEISMAR HYCO FACILITY,LA,30.2,-91.01,325120,325,Chemical manufacturing,Chemicals,Natural Gas,550547.6,593883.7,540893.9,542990.4,576712.4,474021.5,539623.4,611016.6,543918.8,596085.7,436138.9,30,13084167.0,21806945.0,-8722778.0,Forget it
1007330,Linden Generating Station,NJ,40.62,-74.21,221112,221,Utilities,Power Plants,Natural Gas,2003451.2,2113200.3,2164673.1,2431897.5,2280168.7,2974470.8,2511175.1,1949673.7,2090821.7,2127068.1,1338811.8,130,174045534.0,66940590.0,107104944.0,To target
1005623,Lion Elastomers,TX,29.99,-93.94,325212,325,Chemical manufacturing,Other,Natural Gas,390.0,77404.8,77307.6,70443.4,35800.1,3980.1,3948.9,4204.5,4031.4,4132.3,3577.9,30,107337.0,178895.0,-71558.0,Forget it
1001605,Little Gypsy,LA,30.0,-90.46,221112,221,Utilities,Power Plants,Natural Gas,1110783.5,1145891.6,1208412.6,993948.1,909923.9,1075994.4,1516521.0,1311966.0,926010.0,1516119.1,987656.5,130,128395345.0,49382825.0,79012520.0,To target
1007295,Livingston Generating Station,MI,45.03,-84.73,221112,221,Utilities,Power Plants,Natural Gas,16621.7,30378.0,13292.5,12532.0,2958.8,5813.1,5617.8,4964.5,4029.8,11090.0,3794.8,130,493324.0,189740.0,303584.0,Forget it
1001265,Lockport,NY,43.16,-78.75,221112,221,Utilities,Power Plants,Natural Gas,31071.5,30086.2,774339.2,182674.9,182343.8,134646.5,292807.8,66762.2,224350.3,110095.2,83017.4,130,10792262.0,4150869.9999999995,6641392.0,Forget it
1000722,Lon D Wright Power Plant,NE,41.43,-96.46,221112,221,Utilities,Power Plants,Natural Gas,550612.0,528313.6,548378.5,580987.3,549093.0,519585.1,536221.1,520289.2,540936.6,506459.6,451238.5,130,58661005.0,22561925.0,36099080.0,Too discuss
1006110,"Lone Star Industries, Inc. /dba/ BUZZI UNICEM USA",TX,32.25,-100.46,327310,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,316777.8,371597.8,355096.6,344948.4,371051.1,288273.8,323819.1,151889.5,594072.2,649699.9,640917.4,150,96137610.0,32045870.0,64091740.0,To target
1006087,Longview Gas Plant,TX,32.5,-94.87,211130,211,Oil and gas extraction,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",Natural Gas,60982.6,62213.2,68475.7,73285.7,95075.1,84633.2,71504.4,66820.8,35890.9,65872.5,72188.4,30,2165652.0,3609419.9999999995,-1443767.9999999995,Forget it
1006627,Los Angeles Refinery (LAR),CA,33.81,-118.24,324110,324,Petroleum and coal products manufacturing,"Chemicals,Refineries,Suppliers of CO2",Other,4429897.6,4412565.7,4499866.7,4382211.9,6267736.0,5960813.0,6307050.5,6339205.7,6425774.9,5918913.9,5619866.7,150,842980005.0,280993335.0,561986670.0,To target
1001366,"Los Medanos Energy Center, LLC",CA,38.03,-121.87,221112,221,Utilities,Power Plants,Natural Gas,1351794.0,1120855.9,1459395.0,1440689.5,1444919.1,1097362.9,1202220.8,619061.8,1349331.8,1121761.4,1255996.6,130,163279558.0,62799830.00000001,100479728.0,To target
1001060,Louisa,IA,41.32,-91.09,221112,221,Utilities,Power Plants,Coal,4863678.4,4085796.8,4942623.4,4607595.4,4690644.4,3784448.7,3339022.1,3492393.0,4924837.1,3293764.1,1863635.5,65,121136307.5,93181775.0,27954532.5,To target
1007183,Louisa Generation Facility,VA,38.12,-78.21,221112,221,Utilities,Power Plants,Natural Gas,236226.7,69445.7,44510.3,75831.6,127944.1,248894.6,228200.5,158223.6,334423.6,301900.1,216700.3,130,28171039.0,10835015.0,17336024.0,Too discuss
1001209,Louisiana 1,LA,30.49,-91.19,221112,221,Utilities,Power Plants,Natural Gas,1906852.9,1941790.2,1935728.9,1930194.3,1973413.8,1946208.1,2123610.3,1978426.2,2012094.5,2081563.3,2061010.4,130,267931352.0,103050520.0,164880832.0,To target
1000795,Luna Energy Facility,NM,32.3,-107.78,221112,221,Utilities,Power Plants,Natural Gas,785047.1,737757.8,751686.4,823548.0,853252.6,722542.3,1004795.0,1044773.4,1125743.1,1057134.9,1240445.1,130,161257863.0,62022255.00000001,99235608.0,To target
1003617,Luz Solar Partners III - VII,CA,35.01,-117.67,221114,221,Utilities,Power Plants,Natural Gas,58607.8,80600.9,74526.7,24223.0,22707.1,32927.6,35959.9,26580.4,17003.1,1718.1,9.6,130,1248.0,480.0,768.0,Forget it
1002115,MAGNESITA REFRACTORIES/YORK,PA,39.94,-76.82,327120,327,Nonmetallic mineral product manufacturing,Minerals,Coal,387528.7,405816.6,405295.5,412855.8,392326.7,374596.3,363925.8,410587.9,390307.6,340117.0,318876.2,150,47831430.0,15943810.0,31887620.0,Too discuss
1005077,MALLINCKRODT,MO,38.66,-90.19,325412,325,Chemical manufacturing,Chemicals,Natural Gas,47606.0,42287.2,41192.3,42081.4,42113.1,32612.2,32114.7,31701.9,31963.9,29027.7,27382.8,30,821484.0,1369140.0,-547656.0,Forget it
1002256,MARKHAM GAS PROCESSING PLANT,TX,29.04,-96.08,211130,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Natural Gas,84471.8,197971.2,149686.9,120406.2,153797.9,142880.6,156748.0,85673.4,111020.4,111700.1,103326.6,30,3099798.0,5166330.0,-2066532.0,Forget it
1005374,MARQUIS ENERGY LLC,IL,41.28,-89.32,325193,325,Chemical manufacturing,Other,Natural Gas,172662.9,183051.6,184525.4,181360.3,188133.0,202747.1,453752.0,515052.1,509288.9,505055.6,534680.6,30,16040418.0,26734030.0,-10693612.0,Too early
1005855,"MARTIN MARIETTA MAGNESIA SPECIALTIES, LLC",MI,44.23,-86.29,327992,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,102072.8,111112.1,98790.7,91487.7,105438.4,88242.7,89252.9,102902.9,106444.5,100679.0,66162.9,150,9924435.0,3308144.9999999995,6616290.0,Forget it
1004097,"MARTIN MARIETTA MAGNESIA SPECIALTIES, LLC",OH,41.46,-83.37,327410,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,1098687.7,1062954.1,1077090.1,1442686.7,1447272.7,1368446.0,1408196.0,1446264.1,1440644.4,1312927.7,1206678.6,150,181001790.0,60333930.00000001,120667860.0,To target
1007661,MARTIN OPERATING PTNR LP,AR,33.36,-92.72,324110,324,Petroleum and coal products manufacturing,"Chemicals,Petroleum Product Suppliers,Refineries",Natural Gas,70956.2,71005.6,59722.8,75620.0,70980.1,62361.2,35239.7,37451.6,302819.0,41675.5,50715.1,150,7607265.0,2535755.0,5071510.0,Forget it
1001804,MARTINEZ REFINING COMPANY LLC,CA,38.02,-122.12,324110,324,Petroleum and coal products manufacturing,"Chemicals,Petroleum Product Suppliers,Refineries",Other,3623368.0,3401537.5,3347207.3,3446016.2,3357360.7,3380972.0,3277657.4,3327243.0,3283892.4,3005620.9,3191116.8,150,478667520.0,159555840.0,319111680.0,To target
1001809,MARYSVILLE ETHANOL LLC,MI,42.88,-82.49,325193,325,Chemical manufacturing,Other,Natural Gas,82315.8,80734.9,83983.5,78725.0,76614.2,81133.8,82008.3,82219.9,80004.0,79830.0,80766.8,30,2423004.0,4038340.0,-1615336.0,Forget it
1007435,MASSPOWER,MA,42.16,-72.53,221112,221,Utilities,Power Plants,Natural Gas,252312.2,375027.5,388807.7,320797.7,349913.0,391017.9,304162.0,283809.2,231025.5,129506.5,161670.2,130,21017126.0,8083510.000000001,12933616.0,Too discuss
1002252,MAVERICK - BASIN 305 PROCESSING,MI,45.01,-84.67,211130,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Natural Gas,30874.0,113191.1,109199.0,100994.5,74494.8,79889.7,81153.4,82085.3,79667.7,18103.4,14802.9,30,444087.0,740145.0,-296058.0,Forget it
1005045,MBI NGLP Mont Belvieu Plant,TX,29.85,-94.89,211130,211,Oil and gas extraction,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",Natural Gas,226625.8,221763.3,236070.8,231522.4,157399.2,153843.6,161085.0,139642.5,206014.9,232025.6,216104.9,30,6483147.0,10805245.0,-4322098.0,Forget it
1002679,MC 807 A,LA,28.17,-89.22,211120,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Natural Gas,146623.4,168159.7,121875.4,136296.8,166536.0,131074.0,139339.9,191551.1,164073.1,196095.3,181540.7,30,5446221.0,9077035.0,-3630814.0,Forget it
1002569,MC 809 A,LA,28.15,-89.1,211120,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Natural Gas,216488.5,225612.4,190564.7,200753.0,226743.0,219382.8,250301.5,237544.6,221851.3,267318.0,213927.8,30,6417834.0,10696390.0,-4278556.0,Forget it
1002255,MCFS-CONWAY FRACTIONATOR,KS,38.38,-97.83,211130,211,Oil and gas extraction,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",Natural Gas,188709.0,182419.2,182613.9,174502.4,173281.5,167880.1,147627.6,155180.3,176729.0,180485.2,131337.3,30,3940118.9999999995,6566864.999999999,-2626745.9999999995,Forget it
1002541,MCKITTRICK LIMITED,CA,35.45,-119.09,221112,221,Utilities,Power Plants,Natural Gas,178856.0,166362.0,67445.0,71836.0,67613.5,30561.3,3603.2,10411.3,10783.1,9276.5,8515.6,130,1107028.0,425780.0,681248.0,Forget it
1000580,MEDICAL AREA TOTAL ENERGY PLANT,MA,42.34,-71.11,221330,221,Utilities,Power Plants,Natural Gas,229604.6,229084.5,221632.8,230879.5,238842.3,236612.7,225854.9,244166.7,262585.0,256323.9,252440.3,130,32817239.0,12622015.0,20195224.0,Too discuss
1001921,MEDICAL CENTER COMPANY,OH,41.5,-81.6,221330,221,Utilities,Power Plants,Natural Gas,134337.6,141513.4,131406.0,141148.5,141756.5,136299.2,141017.4,78124.5,77870.5,76824.7,74760.2,130,9718826.0,3738010.0,5980816.0,Forget it
1007059,MERAUX REFINERY,LA,29.93,-89.94,324110,324,Petroleum and coal products manufacturing,"Petroleum Product Suppliers,Refineries",Other,977453.3,1091426.7,738635.4,794972.5,697463.5,608926.5,660571.8,733819.5,685605.0,757655.4,626522.0,150,93978300.0,31326100.0,62652200.0,To target
1003595,MERCK SHARP & DOHME CORP - Stonewall Plant,VA,38.38,-78.65,325412,325,Chemical manufacturing,Chemicals,Natural Gas,54799.1,52562.4,52238.5,49744.7,50900.0,48593.4,42855.1,43550.6,45189.3,43603.0,38515.0,30,1155450.0,1925750.0,-770300.0,Forget it
1003261,MERCK SHARP & DOHME CORP. - RAHWAY,NJ,40.61,-74.26,325412,325,Chemical manufacturing,Chemicals,Natural Gas,101479.5,100767.0,90755.2,87039.2,77315.9,72507.4,59620.0,69661.2,101570.3,89647.3,85854.8,30,2575644.0,4292740.0,-1717096.0,Forget it
1001644,"METTIKI COAL, LLC",MD,39.26,-79.43,212112,212,Mining (except oil and gas),Other,Coal,62687.2,63035.9,47402.0,45169.2,33476.0,40979.4,39338.4,41982.4,41328.9,38197.9,29933.8,150,4490070.0,1496690.0,2993380.0,Forget it
1006131,MEWBOURN GAS PLANT,CO,40.27,-104.73,211130,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Natural Gas,43821.98,133588.18,218359.6,223913.29,215278.51,229470.43,237143.1,237167.8,254622.9,289602.7,280286.3,30,8408589.0,14014315.0,-5605726.0,Forget it
1006675,MEXICHEM FLUOR INC.,LA,30.24,-91.1,325120,325,Chemical manufacturing,"Chemicals,Industrial Gas Suppliers",Natural Gas,38617.0,37147.0,32857.0,36189.0,38054.9,35134.7,37475.4,33620.3,34316.9,35620.4,31923.3,30,957699.0,1596165.0,-638466.0,Forget it
1006029,MGS Platform C,AK,60.76,-151.5,211120,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Natural Gas,27774.0,31923.1,33616.1,28561.7,18318.5,23319.6,17806.4,11725.6,16226.1,17138.9,15780.3,30,473409.0,789015.0,-315606.0,Forget it
1005476,MID AMERICA AGRI PRODUCTS WHEATLAND LLC,NE,40.85,-101.54,325193,325,Chemical manufacturing,Other,Natural Gas,46431.9,47896.1,46326.6,46449.9,49649.5,47912.1,49256.3,50722.6,48853.5,47600.2,44613.8,30,1338414.0,2230690.0,-892276.0,Forget it
1007847,MID-MISSOURI ENERGY LLC,MO,39.2,-93.39,325193,325,Chemical manufacturing,"Other,Suppliers of CO2",Natural Gas,80327.3,76177.9,60014.9,70379.4,79942.7,82614.7,82243.4,83879.5,82164.8,78889.1,73205.0,30,2196150.0,3660250.0,-1464100.0,Forget it
1005446,MIDSTREAM ENERGY PARTNERS NORTH COLES LEVEE GAS PLANT,CA,35.28,-119.31,211130,211,Oil and gas extraction,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",Natural Gas,30038.4,29172.0,36532.0,34627.7,34193.3,28798.9,27160.6,29302.3,31537.6,28877.1,26869.1,30,806073.0,1343455.0,-537382.0,Forget it
1005355,MIDWAY-SUNSET COGENERATION CO.,CA,35.23,-119.63,221112,221,Utilities,Power Plants,Natural Gas,1131102.5,857632.0,852217.5,834874.6,736603.0,662753.3,579809.3,528289.9,542778.6,512357.8,385459.8,130,50109774.0,19272990.0,30836784.0,Too discuss
1002210,MILWAUKEE REGIONAL MEDICAL CENTER THERMAL,WI,43.05,-88.03,221330,221,Utilities,Power Plants,Natural Gas,144185.1,143863.7,138108.9,139581.4,127685.1,120075.5,69224.3,42398.0,42923.8,42313.4,42235.6,130,5490628.0,2111780.0,3378848.0,Forget it
1003479,MISSISSIPPI LIME CO - CALERA PLANT,AL,33.1,-86.8,327410,327,Nonmetallic mineral product manufacturing,Minerals,Coal,439875.2,426579.6,444631.9,456239.5,456991.7,443619.1,442515.8,439684.8,435458.7,445485.7,419140.2,150,62871030.0,20957010.0,41914020.0,Too discuss
1004517,MISSISSIPPI LIME CO - VERONA PLANT,KY,38.83,-84.76,327410,327,Nonmetallic mineral product manufacturing,Minerals,Coal,228537.2,281204.1,296954.3,294146.5,329890.7,296619.8,325669.8,330371.2,332377.2,325585.1,307833.7,150,46175055.0,15391685.0,30783370.0,Too discuss
1004386,MISSISSIPPI LIME COMPANY,MO,37.97,-90.07,327410,327,Nonmetallic mineral product manufacturing,Minerals,Coal,2583953.0,2590802.9,2568439.9,2578272.6,2710079.8,2423154.7,2372643.6,2507961.5,2652938.0,2607208.9,2370774.1,150,355616115.0,118538705.0,237077410.0,To target
1002393,MITSUBISHI POLYCRYSTALLINE SILICON AMERICAN CORPORATION,AL,30.53,-88.14,331410,331,Primary metal manufacturing,Metals,Natural Gas,34818.7,36151.8,35342.1,34354.3,34807.8,35261.0,35636.3,34681.0,35280.8,34122.6,35783.4,150,5367510.0,1789170.0,3578340.0,Forget it
1001403,MJMEUC GENERATING STATION 1,MO,39.25,-91.64,221112,221,Utilities,Power Plants,Natural Gas,54584.7,60242.6,71615.5,70579.2,69835.3,66751.8,68207.7,68520.0,68550.4,66976.8,67811.2,130,8815456.0,3390560.0,5424896.0,Forget it
1003426,MMSD-JONES ISLAND WASTEWATER TREATMENT PLANT,WI,43.02,-87.9,221320,221,Utilities,Other,Natural Gas,77877.2,89682.0,78178.5,95127.0,72012.7,79745.4,85219.5,70937.1,90726.2,83360.9,86854.8,130,11291124.0,4342740.0,6948384.0,Forget it
1002030,MOBILE BAY NGL RECOVERY PLANT,AL,30.39,-88.17,211130,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Natural Gas,47495.95,61495.22,57693.02,59174.93,59632.93,57058.23,55426.9,39899.3,48740.9,39669.9,36998.3,30,1109949.0,1849915.0000000002,-739966.0000000002,Forget it
1001701,MONARCH CEMENT COMPANY (THE),KS,37.8,-95.43,327310,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,725746.2,407721.3,510852.6,488693.7,677789.3,599554.9,690509.3,766661.5,828264.2,696170.5,829766.5,150,124464975.0,41488325.0,82976650.0,To target
1005389,MONARCH CERAMIC TILE INC,AL,34.83,-87.67,327120,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,36529.8,36200.9,36200.9,39854.5,36314.2,38771.4,34499.2,35745.9,23362.9,19445.2,19167.8,150,2875170.0,958390.0,1916780.0,Forget it
1004018,"MONUMENT CHEMICAL HOUSTON, LLC",TX,29.75,-95.1,325199,325,Chemical manufacturing,Chemicals,Natural Gas,62952.4,64754.3,70075.0,68514.2,58999.5,58656.8,64053.2,62265.7,57461.7,58190.3,62428.9,30,1872867.0,3121445.0,-1248578.0,Forget it
1002203,"MORTON SALT, INC.",OH,40.98,-81.78,325998,325,Chemical manufacturing,Chemicals,Natural Gas,159410.6,156555.7,151051.2,162794.9,175001.0,158212.6,129352.4,82733.5,79528.5,83848.4,80264.0,30,2407920.0,4013200.0,-1605280.0,Forget it
1007458,MOTIVA ENTERPRISES LLC,TX,29.88,-93.96,324110,324,Petroleum and coal products manufacturing,"Petroleum Product Suppliers,Refineries",Other,3405824.5,2999690.5,3446761.4,5029816.0,5171959.3,5253054.3,5480919.2,5421999.9,5487669.6,5308511.8,4869640.9,150,730446135.0,243482045.00000003,486964090.0,To target
1005978,MOUNTAIN CEMENT CO,WY,41.26,-105.6,327310,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,500890.4,545380.3,607746.5,610922.1,585978.9,635878.3,556126.9,635426.5,561643.6,515505.9,500059.0,150,75008850.0,25002950.0,50005900.0,To target
1001563,MOUNTAIN STATE CARBON,WV,40.34,-80.61,324199,324,Petroleum and coal products manufacturing,Metals,Other,378063.9,429068.8,278816.9,224425.8,235044.0,234441.4,228994.0,233720.0,222986.9,257217.2,235557.7,150,35333655.0,11777885.0,23555770.0,Too discuss
1002675,MP 252 A/B,AL,29.36,-87.89,211120,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Natural Gas,26180.4,26500.9,24593.2,24835.2,31264.7,30047.4,33925.4,37730.2,37267.1,25955.7,10065.0,30,301950.0,503250.0,-201300.0,Forget it
1003940,MPM SILICONES LLC,WV,39.49,-81.07,325199,325,Chemical manufacturing,Chemicals,Natural Gas,32809.5,32228.2,29836.7,30671.0,32338.7,33363.6,33024.0,33225.9,42536.8,34423.5,33200.7,30,996020.9999999999,1660034.9999999998,-664013.9999999999,Forget it
1000351,"MW/MB, LLC",TN,36.6,-87.27,327212,327,Nonmetallic mineral product manufacturing,Minerals,Natural Gas,29440.0,30494.2,31295.0,29650.5,31895.9,32904.9,33564.2,34229.2,34613.3,35590.3,27575.1,150,4136265.0,1378755.0,2757510.0,Forget it
1003774,"Mad Dog. MMS Platform ID 02481, Complex ID 1215-1",LA,27.19,-90.27,211120,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Petroleum Products,87498.8,28525.6,37509.4,58066.1,68481.2,93458.4,99135.5,102856.2,91453.9,106274.0,98453.2,30,2953596.0,4922660.0,-1969064.0,Forget it
1000753,Maddox,NM,32.71,-103.31,221112,221,Utilities,Power Plants,Natural Gas,267754.5,257328.9,279733.9,177752.3,250146.1,231168.8,201729.1,227257.1,342461.1,544744.5,433494.3,130,56354259.0,21674715.0,34679544.0,Too discuss
1000457,Magnolia,CA,34.18,-118.32,221112,221,Utilities,Power Plants,Natural Gas,629147.4,370033.1,473338.6,353704.4,589902.8,612703.5,616198.2,558451.8,607468.3,621603.3,541375.2,130,70378776.0,27068759.999999996,43310016.0,To target
1000821,Magnolia Facility,MS,34.84,-89.2,221112,221,Utilities,Power Plants,Natural Gas,699305.7,1142144.2,1870169.4,1789779.4,1666688.7,2055439.8,2374053.5,2108540.3,2247833.3,1538547.5,2145991.2,130,278978856.0,107299560.00000001,171679296.0,To target
1007422,Maine Independence Station,ME,44.82,-68.71,221112,221,Utilities,Power Plants,Natural Gas,1028592.0,709024.0,487104.7,150878.3,445509.2,137890.4,228954.0,138168.7,98652.7,117995.6,78128.5,130,10156705.0,3906425.0,6250280.0,Forget it
1002451,Mallet CO2 Recovery Plant,TX,33.46,-102.56,211120,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Natural Gas,83183.3,153649.7,333598.5,235670.8,159823.0,138956.7,140479.4,114814.3,105548.3,137882.8,68565.7,30,2056971.0,3428285.0,-1371314.0,Forget it
1000905,Manchester Street,RI,41.82,-71.4,221112,221,Utilities,Power Plants,Natural Gas,872565.5,1086518.5,1142274.6,681293.2,756564.6,923779.6,871239.1,814821.5,863587.2,682434.9,731505.4,130,95095702.0,36575270.0,58520432.0,To target
1001327,Manchief Generating Station,CO,40.22,-103.68,221112,221,Utilities,Power Plants,Natural Gas,109659.2,122670.7,103474.9,259593.7,166919.5,108775.7,45627.8,67120.1,174271.5,193553.9,267289.2,130,34747596.0,13364460.0,21383136.0,Too discuss
1000987,Manitowoc,WI,44.08,-87.66,221112,221,Utilities,Power Plants,Coal,354593.1,253216.3,99550.4,85130.2,136568.9,130994.3,153103.8,192808.3,176070.1,155295.0,131940.7,65,8576145.5,6597035.000000001,1979110.499999999,Forget it
1000437,Mankato Energy Center,MN,44.2,-94.01,221112,221,Utilities,Power Plants,Natural Gas,215139.4,147817.0,208567.6,251356.4,156018.8,197262.6,363000.7,302148.4,220474.4,842875.3,1127886.4,130,146625232.0,56394319.99999999,90230912.0,To target
1003564,Marathon El Paso Refinery,TX,31.77,-106.41,324110,324,Petroleum and coal products manufacturing,"Chemicals,Petroleum Product Suppliers,Refineries",Other,1048272.0,1055079.7,1094783.0,1001521.9,1104142.3,1152890.8,1162784.5,1143634.1,1167904.3,1081552.6,828821.7,150,124323255.0,41441085.0,82882170.0,To target
1005966,Marathon Mandan Refinery,ND,46.85,-100.88,324110,324,Petroleum and coal products manufacturing,"Petroleum Product Suppliers,Refineries",Other,506681.3,559268.7,615942.2,644106.8,686148.8,694404.0,695380.0,570048.6,658341.7,665871.5,674869.0,150,101230350.0,33743450.0,67486900.0,To target
1001728,"Marco Polo TLP, Green Canyon 608 Platform",LA,27.36,-89.82,211120,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Petroleum Products,33770.7,112806.3,68322.1,63754.5,41758.7,42264.9,45823.0,52871.7,44298.0,47276.4,48511.5,30,1455345.0,2425575.0,-970230.0,Forget it
1005808,Marion County Preparation Plant,WV,39.61,-80.28,212112,212,Mining (except oil and gas),Other,Coal,50013.0,46568.8,53282.0,69675.7,45357.1,45846.2,39873.8,51310.3,48692.6,19674.7,16586.4,150,2487960.0,829320.0000000001,1658640.0,Forget it
1004902,Marion Ethanol LLC d/b/a Poet Biorefining - Marion,OH,40.62,-83.16,325193,325,Chemical manufacturing,"Other,Suppliers of CO2",Natural Gas,97424.0,98187.0,94566.0,98334.6,106563.0,107429.9,97397.6,117517.2,97397.6,163944.9,127933.2,30,3837996.0,6396660.0,-2558664.0,Forget it
1006472,"Marlin, Platform ID 02481, Complex ID 235-1",LA,29.11,-87.94,211120,211,Oil and gas extraction,Petroleum and Natural Gas Systems,Petroleum Products,71838.0,66010.3,62693.0,68864.4,67250.9,71432.3,75532.6,79976.7,65992.5,71892.3,85820.2,30,2574606.0,4291010.0,-1716404.0,Forget it
